Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cruz, Lilia G.Jiménez",57214990103,Differences in blood pressure according to physical fitness and body mass in a sample of Mexican schoolchildren,"Ayala-Guzmán, C.I.| Cruz, L.G.J.| Ortiz-Hernández, L.",3.0,57194898513| 57214990103| 12769453200,2020.0,2020-01-01,Boletin Medico del Hospital Infantil de Mexico,77,1,15-22,-,ISSN-05396115,34848.0,Journal,Publicaciones Permanyer,English,0.33,75,1.1,62,0.165,76,2.14,36.0,2.0,0.14,7.09,68.0,70.0,0.0,0.0,"Ayala-Guzmán, C.I., Cruz, L.G.J., Ortiz-Hernández, L. (2020).Differences in blood pressure according to physical fitness and body mass in a sample of Mexican schoolchildren. Boletin Medico del Hospital Infantil de Mexico,77(1) 15-22",https://www.scopus.com/record/display.url?eid=2-s2.0-85079627261&origin=resultslist,10.24875/BMHIM.19000139,Article,Gold,2-s2.0-85079627261,32115577,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57194898513,12769453200,12769453200,-,Mexico,1.0,2735,"Pediatrics, Perinatology and Child Health",5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3201| 3213| 3202,Cardiovascular medicine and haematology| Paediatrics| Clinical sciences,-,Physical Activity and Motor Skills in Children,742,77.371,Adolescent Fitness and Health Outcomes,6179,95.193,Definitive,UAM,1.0
