Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Andrés, Ferreyra Ramírez",57222744535,Image Retrieval System based on a Binary Auto-Encoder and a Convolutional Neural Network,"Andres, F.-R.| Eduardo, R.-M.| Carlos, A.-C.| Fidel, L.",4.0,57222744535| 36337214700| 57201775336| 57222747042,2020.0,2020-11-01,IEEE Latin America Transactions,18,11,1925-1932,9398634,ISSN-15480992,19700181218.0,Journal,IEEE Computer Society,Spanish,0.62,56,2,47,0.251,54,0.6,18.0,7.0,0.32,12.56,47.0,57.0,0.0,0.0,"Andres, F.-R., Eduardo, R.-M., Carlos, A.-C. and 1 more (...) (2020).Image Retrieval System based on a Binary Auto-Encoder and a Convolutional Neural Network. IEEE Latin America Transactions,18(11) 1925-1932",https://www.scopus.com/record/display.url?eid=2-s2.0-85103965922&origin=resultslist,10.1109/TLA.2020.9398634,Article,,2-s2.0-85103965922,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193| 126017196,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Aut noma Metropolitana-Azcapotzalco,57222744535,57222747042,-,-,Mexico,1.0,1700| 2208,General Computer Science| Electrical and Electronic Engineering,2,Engineering & Technology,249| 212| 221,Engineering - Petroleum| Computer Science & Information Systems| Engineering - Electrical & Electronic,38| 36,Computer Science| Engineering,40,Engineering,-,-,-,Innovative Techniques in Image Processing and Calibration,34,74.493,Hashing Techniques for Enhanced Image Retrieval,2130,98.247,Very Good,UAM,1.0
