Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Moreyra-González, Luz Elena",58715373100,Urban atmospheric humidity excesses and deficits in two Mexican metropolises: Guadalajara and Puebla,"Tejeda-Martínez, A.| Balderas-Romero, G.| Moreyra-González, L.E.| Castro-Díaz, J.O.",4.0,6507836520| 58715373000| 58715373100| 58714506500,2024.0,2024-01-01,Atmosfera,38,-,187-216,-,ISSN-01876236,12079.0,Journal,Universidad Nacional Autonoma de Mexico,English,0.58,57,2.4,70,0.366,71,1.0,12.0,0.0,0.0,6.32,70.0,70.0,0.0,0.0,"Tejeda-Martínez, A., Balderas-Romero, G., Moreyra-González, L.E. and 1 more (...) (2024).Urban atmospheric humidity excesses and deficits in two Mexican metropolises: Guadalajara and Puebla. Atmosfera,38187-216",https://www.scopus.com/record/display.url?eid=2-s2.0-85177658793&origin=resultslist,10.20937/ATM.53252,Article,Gold,2-s2.0-85177658793,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Universidad Veracruzana,505001| 505017| 505056,Academic,3.0,60007909| 60024830| 60023193,Universidad Veracruzana| Benemérita Universidad Autónoma de Puebla| Universidad Autónoma Metropolitana - Azcapotzalco,6507836520,58714506500,6507836520,-,Mexico,1.0,1902,Atmospheric Science,4,Natural Sciences,450| 451| 416,Geology| Geophysics| Earth & Marine Sciences,37,Physical Sciences,37,Earth Sciences,3702| 3701,Climate change science| Atmospheric sciences,SDG 11,Urban Heat Management and Thermal Comfort Solutions,263,97.057,Urban-Rural Climate Differences in Humidity and Temperature,80095,49.078,Definitive,Nacional,3.0
