Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Estrada-Villegas, Gethzemani Mayeli",53866407400,Incorporation of ciprofloxacin/beta cyclodextrin inclusion complex to polylactic acid electrospun fibers and modeling of the release behavior,"Estrada-Villegas, G.M.| Martínez-Hernández, R.C.| Morales, J.| Olayo, R.",4.0,53866407400| 57210446451| 57195064243| 7004460174,2019.0,2019-01-01,Revista Mexicana de Ingeniera Quimica,18,2,737-747,-,ISSN-16652738,19900192431.0,Journal,Universidad Autonoma Metropolitana Iztapalapa,English,0.58,59,1.7,57,0.277,55,0.89,34.0,9.0,0.54,13.0,42.0,45.0,0.0,0.0,"Estrada-Villegas, G.M., Martínez-Hernández, R.C., Morales, J. and 1 more (...) (2019).Incorporation of ciprofloxacin/beta cyclodextrin inclusion complex to polylactic acid electrospun fibers and modeling of the release behavior. Revista Mexicana de Ingeniera Quimica,18(2) 737-747",https://www.scopus.com/record/display.url?eid=2-s2.0-85070779837&origin=resultslist,10.24275/uam/izt/dcbi/revmexingquim/2019v18n2/Estrada,Article,Hybrid gold,2-s2.0-85070779837,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 122995839,Universidad Autónoma Metropolitana -Unidad Iztapalapa| CONACyT - Centro de Investigación en Química Aplicada,53866407400,7004460174,7004460174,-,Mexico,1.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,40| 30| 31,"Engineering| Agricultural, Veterinary And Food Sciences| Biological Sciences",3106| 4004| 3006,Industrial biotechnology| Chemical engineering| Food sciences,-,Nanofibers and Their Multifunctional Applications,176,94.048,Electrospun Nanofibers in Biomedical Applications,295,99.749,Defensible,UAM,1.0
