Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Vargas-Serdio, Servando",57218449214,The geometry of induced currents in two-dimensional media,"Lopez-Monsalvo, C.S.| Vargas-Serdio, S.| Alzate-Cardenas, J.A.| Flores-Alfonso, D.",4.0,56013682900| 57218449214| 58588543300| 57194794505,2024.0,2024-01-01,"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences",480,2294,-,20230805,ISSN-13645021,144604.0,Journal,Royal Society Publishing,English,1.31,17,5.4,6,0.777,19,0.19,2.0,0.0,0.0,4.31,70.0,70.0,0.0,0.0,"Lopez-Monsalvo, C.S., Vargas-Serdio, S., Alzate-Cardenas, J.A. and 1 more (...) (2024).The geometry of induced currents in two-dimensional media. Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences,480(2294) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85200746525&origin=resultslist,10.1098/rspa.2023.0805,Article,,2-s2.0-85200746525,-,Universidad Autónoma Metropolitana| Abdus Salam International Centre for Theoretical Physics| Universidad Arturo Prat,505017| 321076| 700289,Academic| Government,3.0,60023193| 60031745| 60010144,Universidad Autónoma Metropolitana - Azcapotzalco| Abdus Salam International Centre for Theoretical Physics| Universidad Arturo Prat,56013682900,57194794505,57218449214,-,Chile| Mexico| Italy,3.0,2200| 2600| 3100,General Engineering| General Mathematics| General Physics and Astronomy,4| 2,Natural Sciences| Engineering & Technology,439| 431,Physics & Astronomy| Mathematics,37| 36,Physical Sciences| Engineering,49| 51| 40,Mathematical Sciences| Physical Sciences| Engineering,-,-,-,Graphene Innovations in Electronic and Optical Applications,368,84.63,Twisted Bilayer Graphene and Electronic Properties,9393,99.67,Definitive,Internacional,1.0
