Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ojeda, Alejandro Meza",57371010300,"Progresa y el empoderamiento de las mujeres: Estudio de Caso en vista Hermosa, Chiapas","Ojeda, A.M.| Pablos, E.T.| Muñoz, D.E.R.| Michel, E.K.",4.0,57371010300| 57211452128| 57194428070| 57371080100,2021.0,2021-01-01,Papeles de Poblacion,8,31,67-93,-,ISSN-14057425,5700161162.0,Journal,Universidad Autonoma del Estado de Mexico,Spanish,0.38,72,0.4,76,0.155,78,1.41,28.0,4.0,0.0,8.45,55.0,79.0,0.0,0.0,"Ojeda, A.M., Pablos, E.T., Muñoz, D.E.R. and 1 more (...) (2021).Progresa y el empoderamiento de las mujeres: Estudio de Caso en vista Hermosa, Chiapas. Papeles de Poblacion,8(31) 67-93",https://www.scopus.com/record/display.url?eid=2-s2.0-85121055407&origin=resultslist,-,Article,,2-s2.0-85121055407,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57371010300,57371080100,-,-,Mexico,1.0,3317,Demography,3,Social Sciences & Management,342| 425,Sociology| Geography,40,Social Sciences,44,Human Society,4403,Demography,-,Gender Discrimination and Educational Policy Dynamics,841,55.788,Empowerment and Inequality Among Women in Latin America,23567,5.652,Defensible,UAM,1.0
