Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Luis Quiroz-Fabián, José",59001653800,Efficient search of molecular interaction parameters for polar liquids,"Pozos-García, J.| Núñez-Rojas, E.| Luis Quiroz-Fabián, J.| Pérez-Espinosa, A.| Alejandre, J.",5.0,59001845400| 50262780000| 59001653800| 55699247500| 6701463968,2024.0,2024-01-01,Molecular Physics,122,19-20,-,e2343386,ISSN-00268976,26990.0,Journal,Taylor and Francis Ltd.,English,0.59,57,3.6,50,0.322,65,0.86,10.0,0.0,0.0,6.29,70.0,70.0,0.0,0.0,"Pozos-García, J., Núñez-Rojas, E., Luis Quiroz-Fabián, J. and 2 more (...) (2024).Efficient search of molecular interaction parameters for polar liquids. Molecular Physics,122(19-20) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85191296584&origin=resultslist,10.1080/00268976.2024.2343386,Article,,2-s2.0-85191296584,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana,704696| 505017,Academic| Government,2.0,60028381| 60027998,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Secretaría de Ciencia, Humanidades, Tecnología e Innovación",59001845400,6701463968,6701463968,-,Mexico,1.0,1304| 1312| 1606| 3104,Biophysics| Molecular Biology| Physical and Theoretical Chemistry| Condensed Matter Physics,5| 4| 2,Life Sciences & Medicine| Natural Sciences| Engineering & Technology,249| 439| 409| 507,Engineering - Petroleum| Physics & Astronomy| Chemistry| Biological Sciences,32| 37,Life Sciences| Physical Sciences,34,Chemical Sciences,3407| 3406,Theoretical and computational chemistry| Physical chemistry,-,Molecular Dynamics and Hydrogen Bonding in Water,191,75.474,Molecular Dynamics and Force Field Innovations,2189,98.735,Definitive,Nacional,2.0
