Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Aguirre-Garrido, Félix",57322226100,"Gene as a dynamical notion: An extensive and integrative vision. Redefining the gene concept, from traditional to genic-interaction, as a new dynamical version","López-Pérez, M.| Aguirre-Garrido, F.| Herrera-Zúñiga, L.| Fernández, F.J.",4.0,56350415300| 57322226100| 57204576896| 57207967743,2023.0,2023-12-01,BioSystems,234,-,-,105060,ISSN-03032647,13794.0,Journal,Elsevier Ireland Ltd,English,0.71,46,3.7,20,0.41,54,4.16,70.0,4.0,0.46,8.76,43.0,51.0,0.0,0.0,"López-Pérez, M., Aguirre-Garrido, F., Herrera-Zúñiga, L. and 1 more (...) (2023).Gene as a dynamical notion: An extensive and integrative vision. Redefining the gene concept, from traditional to genic-interaction, as a new dynamical version. BioSystems,234",https://www.scopus.com/record/display.url?eid=2-s2.0-85174691417&origin=resultslist,10.1016/j.biosystems.2023.105060,Article,,2-s2.0-85174691417,37844827,Universidad Autónoma Metropolitana,505017,Academic,1.0,60112837| 60028381,Universidad Autónoma Metropolitana-Lerma| Universidad Autónoma Metropolitana -Unidad Iztapalapa,56350415300,57207967743,56350415300| 57207967743,-,Mexico,1.0,1300| 1701| 2204| 2604| 2611| 2613,"General Biochemistry,Genetics and Molecular Biology| Computer Science (miscellaneous)| Biomedical Engineering| Applied Mathematics| Modeling and Simulation| Statistics and Probability",4| 5| 2,Natural Sciences| Life Sciences & Medicine| Engineering & Technology,213| 344| 507| 431| 212,Data Science| Statistics & Operational Research| Biological Sciences| Mathematics| Computer Science & Information Systems,37| 32| 36| 38,Physical Sciences| Life Sciences| Engineering| Computer Science,40| 31,Engineering| Biological Sciences,-,-,-,Integration of Gene Expression and Protein Interaction Networks,501,94.506,Multifunctional Roles of Moonlighting Proteins,89215,62.467,Definitive,UAM,1.0
