Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Villa, N. Castañeda",57216798727,Automated extraction of fine and coarse crackles by independent component analysis,"García, M.E.R.| Villalobos, S.C.| Villa, N.C.| González, A.J.| Camarena, R.G.| Corrales, T.A.",6.0,57993604500| 57216796627| 57216798727| 57217274185| 6603267168| 55989699000,2020.0,2020-03-01,Health and Technology,10,2,459-463,-,ISSN-21907188,19700182124.0,Journal,Springer,English,0.73,49,2.5,60,0.247,73,0.23,11.0,7.0,0.36,13.75,47.0,54.0,0.0,0.0,"García, M.E.R., Villalobos, S.C., Villa, N.C. and 3 more (...) (2020).Automated extraction of fine and coarse crackles by independent component analysis. Health and Technology,10(2) 459-463",https://www.scopus.com/record/display.url?eid=2-s2.0-85073926036&origin=resultslist,10.1007/s12553-019-00365-w,Article,,2-s2.0-85073926036,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,57993604500,55989699000,57993604500,-,Mexico,1.0,1305| 1502| 2204| 2402,Biotechnology| Bioengineering| Biomedical Engineering| Applied Microbiology and Biotechnology,2| 5,Engineering & Technology| Life Sciences & Medicine,507| 219,Biological Sciences| Engineering - Chemical,36| 32,Engineering| Life Sciences,42,Health Sciences,4203| 4202,Health services and systems| Epidemiology,-,Simulation-Based Training in Nursing and Pediatrics,730,66.056,Innovative Approaches in Respiratory Sound Classification,9434,95.003,Definitive,UAM,1.0
