Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Merchán-Cruz, E. A.",7801402135,Biomechanical analysis of damaged intervertebral disc using reflective photoelasticity,"Rodríguez-Cañizo, R.G.| Hernández-Gomez, L.H.| Fuerte-Hernández, A.| Merchán-Cruz, E.A.| González-Rebatu, A.| Tamayo-Meza, P.A.",6.0,25634684400| 6701850866| 56116953300| 7801402135| 35326700500| 36631075300,2016.0,2016-01-01,Revista Facultad de Ingenieria,2016,78,73-79,-,ISSN-01206230,12400154740.0,Journal,Universidad de Antioquia,English,0.44,67,0.5,68,0.159,73,0.8,27.0,2.0,0.0,4.75,67.0,71.0,0.0,0.0,"Rodríguez-Cañizo, R.G., Hernández-Gomez, L.H., Fuerte-Hernández, A. and 3 more (...) (2016).Biomechanical analysis of damaged intervertebral disc using reflective photoelasticity. Revista Facultad de Ingenieria,2016(78) 73-79",https://www.scopus.com/record/display.url?eid=2-s2.0-84962656964&origin=resultslist,10.17533/udea.redin.n78a10,Article,Gold|Green,2-s2.0-84962656964,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60023193| 60019176| 105559248| 116513426,Universidad Autónoma Metropolitana - Azcapotzalco| Instituto Politécnico Nacional| Universidad Politécnica del Valle de México| Hospital Regional 1o de Octubre ISSSTE,25634684400,36631075300,25634684400,-,Mexico,1.0,2200,General Engineering,2,Engineering & Technology,-,-,36,Engineering,40,Engineering,-,-,-,Biomechanics and Treatment Strategies in Spinal Health,28,82.734,Biomechanical Properties of Lumbar Intervertebral Disks,4587,90.59,Very Good,Nacional,2.0
