Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Aguilera, Gilberto Carreño",57795591200,LEAK LOCALIZATION IN WATER DISTRIBUTION NETWORKS BY MEANS OF HARMONY SEARCH OPTIMIZATION,"Moreno, N.R.| Galván, X.V.D.| de Jesús Mora-Rodríguez, J.| Aguilera, G.C.",4.0,57741449100| 59157851400| 25721987900| 57795591200,2022.0,2022-04-01,Interciencia,47,4,108-114,-,ISSN-03781844,22962.0,Journal,Interciencia Association,Spanish,0.41,70,0.8,66,0.164,68,3.51,91.0,0.0,0.0,17.93,81.0,80.0,0.0,0.0,"Moreno, N.R., Galván, X.V.D., de Jesús Mora-Rodríguez, J. and 1 more (...) (2022).LEAK LOCALIZATION IN WATER DISTRIBUTION NETWORKS BY MEANS OF HARMONY SEARCH OPTIMIZATION. Interciencia,47(4) 108-114",https://www.scopus.com/record/display.url?eid=2-s2.0-85131943062&origin=resultslist,-,Article,,2-s2.0-85131943062,-,Universidad de Guanajuato| Universidad Autónoma Metropolitana| Polytechnic University of Valencia| Universidad Nacional Autónoma de México| Friedrich-Alexander University Erlangen-Nürnberg,505020| 505017| 312042| 505023| 309070,Academic,5.0,60033291| 60032442| 60011476| 60014923| 60000765,Universidad de Guanajuato| Universidad Nacional Autónoma de México| Universitat Politècnica de València| Universidad Autónoma Metropolitana| Friedrich-Alexander-Universität Erlangen-Nürnberg,57741449100,57795591200,57741449100,-,Mexico| Spain| Germany,3.0,1000,Multidisciplinary,-,-,-,-,-,-,MD,Multidisciplinary,MD,Multidisciplinary,SDG 6,Water Distribution and Energy Management Systems,1157,49.248,Innovative Methods for Water Leakage Detection,23570,94.654,Very Good,Internacional,3.0
