Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Rivera, Álvaro Aragón",55561170300,La democracia en el siglo xxi la reinvención de la representación política Entrevista a andrea greppi,"Quezada, Á.S.| Rivera, Á.A.",2.0,55560554700| 55561170300,2017.0,2017-09-01,Andamios,14,35,213-244,-,ISSN-18700063,12100155723.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.24,81,0.1,75,0.112,80,0.43,15.0,2.0,0.0,2.23,67.0,72.0,0.0,0.0,"Quezada, Á.S., Rivera, Á.A. (2017).La democracia en el siglo xxi la reinvención de la representación política Entrevista a andrea greppi. Andamios,14(35) 213-244",https://www.scopus.com/record/display.url?eid=2-s2.0-85034830154&origin=resultslist,10.29092/uacm.v14i35.577,Article,Gold,2-s2.0-85034830154,-,Universidad Autónoma Metropolitana| Universidad Autonoma de la Ciudad de Mexico,505017| 708454,Academic,2.0,60094425| 60014923,Universidad Autónoma de la Ciudad de México| Universidad Autónoma Metropolitana,55560554700,55561170300,-,-,Mexico,1.0,1200| 3300,General Arts and Humanities| General Social Sciences,3| 1,Social Sciences & Management| Arts & Humanities,-,-,33| 40,Arts and Humanities| Social Sciences,50| 44,Philosophy And Religious Studies| Human Society,5003| 4408| 4401,Philosophy| Political science| Anthropology,-,Populism and Political Dynamics in Democracy,1382,40.942,Political Representation and Justice in Democracy,15383,61.278,Defensible,Nacional,2.0
