Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Bañuelos, Delia Patricia Couturier",57221287552,Escolaridad básica en personas adultas en México: Derechos humanos y presupuesto público,"Nava, A.R.| Bañuelos, D.P.C.| Bustos, R.G.J.",3.0,24554499200| 57221287552| 57221289232,2020.0,2020-01-01,Perfiles Educativos,42,170,40-59,-,ISSN-01852698,19400158901.0,Journal,Universidad Nacional Autonoma de Mexico,English,0.86,40,1.2,56,0.405,48,5.62,210.0,7.0,0.39,7.71,47.0,53.0,0.0,0.0,"Nava, A.R., Bañuelos, D.P.C., Bustos, R.G.J. (2020).Escolaridad básica en personas adultas en México: Derechos humanos y presupuesto público. Perfiles Educativos,42(170) 40-59",https://www.scopus.com/record/display.url?eid=2-s2.0-85098702103&origin=resultslist,10.22201/iisue.24486167e.2020.170.59390,Article,Gold,2-s2.0-85098702103,-,Comisión Federal de Electricidad| Universidad Autónoma Metropolitana,720032| 505017,Government| Academic,2.0,60010210| 60027569,Universidad Autónoma Metropolitana Unidad Xochimilco| Comisión Federal de Electricidad,24554499200,57221289232,-,-,Mexico,1.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,39,Education,3903| 3999| 3902,"Education systems| Other education| Education policy, sociology and philosophy",-,Justice and Democracy in Legal Frameworks,1332,11.118,Human Rights and Health Access in Latin America,46264,37.026,Very Good,Nacional,2.0
