Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Santana-Cruz, Alejandra",55323966200,Antibacterial activity of pipemidic acid ions-MgFeAl layered double hydroxide hybrid against E. Coli and S. typhi,"Santana-Cruz, A.| Flores-Moreno, J.L.| Guerra-González, R.| Martínez-Ortiz, M.D.J.",4.0,55323966200| 9436617100| 57028591500| 59774740200,2016.0,2016-04-01,Journal of the Mexican Chemical Society,60,2,62-66,-,ISSN-1870249X,19700174729.0,Journal,Sociedad Quimica de Mexico A.C.,English,0.67,50,1.4,58,0.227,66,1.17,40.0,7.0,0.08,12.64,48.0,70.0,0.0,0.0,"Santana-Cruz, A., Flores-Moreno, J.L., Guerra-González, R. and 1 more (...) (2016).Antibacterial activity of pipemidic acid ions-MgFeAl layered double hydroxide hybrid against E. Coli and S. typhi. Journal of the Mexican Chemical Society,60(2) 62-66",https://www.scopus.com/record/display.url?eid=2-s2.0-84987711775&origin=resultslist,-,Article,,2-s2.0-84987711775,-,Universidad Autónoma Metropolitana| Universidad Michoacana de San Nicolas de Hidalgo| Instituto Politécnico Nacional,505017| 505022| 505011,Academic,3.0,60023193| 60032816| 60019176| 60006489,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Michoacana de San Nicolás de Hidalgo| Instituto Politécnico Nacional| Escuela Superior de Ingenieria Quimica e Industrias Extractivas,55323966200,59774740200,9436617100,-,Mexico,1.0,1600,General Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,3404| 3405| 3406,Medicinal and biomolecular chemistry| Organic chemistry| Physical chemistry,-,Layered Double Hydroxides in Polymer Nanocomposites,484,61.282,Layered Double Hydroxides in Nanocomposite Applications,164,98.303,Definitive,Nacional,3.0
