Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Zamora, Gregorio E.",57222406771,Optimal conditions determination for hydrodeoxygenation of free fatty acids to obtain green diesel,"Durán-Pérez, F.J.| Zamora, G.E.| Medina Mendoza, A.K.| González-Brambila, M.M.| Tapia, C.| Colín-Luna, J.A.| García Martínez, J.C.",7.0,57222407560| 57222406771| 35099154900| 56013877200| 57193698985| 57203151379| 56371217600,2021.0,2021-04-01,Canadian Journal of Chemical Engineering,99,4,947-958,-,ISSN-00084034,16366.0,Journal,John Wiley and Sons Inc,English,0.72,49,3.9,38,0.432,43,1.81,56.0,2.0,0.14,14.25,66.0,72.0,0.0,0.0,"Durán-Pérez, F.J., Zamora, G.E., Medina Mendoza, A.K. and 4 more (...) (2021).Optimal conditions determination for hydrodeoxygenation of free fatty acids to obtain green diesel. Canadian Journal of Chemical Engineering,99(4) 947-958",https://www.scopus.com/record/display.url?eid=2-s2.0-85102642239&origin=resultslist,10.1002/cjce.24035,Article,,2-s2.0-85102642239,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60023193| 60019176,Universidad Autónoma Metropolitana - Azcapotzalco| Instituto Politécnico Nacional,57222407560,56371217600,56371217600,-,Mexico,1.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,40,Engineering,4019| 4004,Resources engineering and extractive metallurgy| Chemical engineering,SDG 7,Catalytic Pyrolysis and Bio-Oil Production Potential,626,94.964,Catalytic Innovations in Biofuel Production,5284,98.339,Definitive,Nacional,2.0
