Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Castaeda, Diana",57195672869,"Estructura política, redes político-clientelares y oscilaciones electorales en la Ciudad de México","Tejera, H.| Castaeda, D.",2.0,57195678392| 57195672869,2017.0,2017-01-01,Perfiles Latinoamericanos,25,50,227-246,-,ISSN-01887653,5600153356.0,Journal,Flacso Mexico,Spanish,0.83,40,0.6,62,0.263,52,0.32,14.0,3.0,0.0,5.75,62.0,72.0,0.0,0.0,"Tejera, H., Castaeda, D. (2017).Estructura política, redes político-clientelares y oscilaciones electorales en la Ciudad de México. Perfiles Latinoamericanos,25(50) 227-246",https://www.scopus.com/record/display.url?eid=2-s2.0-85029483639&origin=resultslist,10.18504/pl2550-011-2017,Article,Gold|Green,2-s2.0-85029483639,-,Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA),505017| 702731,Academic,2.0,60011923| 60028381| 60022818,Universidad Iberoamericana| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Mora,57195678392,57195672869,-,-,Mexico,1.0,3312,Sociology and Political Science,3,Social Sciences & Management,342,Sociology,40,Social Sciences,44,Human Society,4404| 4408| 4407,Development studies| Political science| Policy and administration,SDG 16,"Democracy, Trust, and Political Dynamics in Society",749,51.275,Democratic Evolution and Electoral Dynamics in Mexico,30542,9.904,Definitive,Nacional,2.0
