Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Bautista Arredondo, Erika Roxana",57217386592,Presence of Dichotomius (dichotomius) centralis (Harold) in Mexico and a New State Record for Dichotomius amplicollis (Harold) (Coleoptera: Scarabaeidae: Scarabaeinae),"Chamé-Vázquez, E.R.| Sánchez-Hernández, G.| Bautista Arredondo, E.R.",3.0,55440779100| 57203555523| 57217386592,2020.0,2020-06-01,Coleopterists Bulletin,74,2,384-387,-,ISSN-0010065X,19750.0,Journal,Coleopterists Society,English,0.5,64,0.8,83,0.347,70,0.37,6.0,7.0,0.57,7.02,47.0,43.0,0.0,0.0,"Chamé-Vázquez, E.R., Sánchez-Hernández, G., Bautista Arredondo, E.R. (2020).Presence of Dichotomius (dichotomius) centralis (Harold) in Mexico and a New State Record for Dichotomius amplicollis (Harold) (Coleoptera: Scarabaeidae: Scarabaeinae). Coleopterists Bulletin,74(2) 384-387",https://www.scopus.com/record/display.url?eid=2-s2.0-85087147993&origin=resultslist,10.1649/0010-065X-74.2.384,Article,Green,2-s2.0-85087147993,-,Consejo Nacional de Ciencia y Tecnologia Mexico| El Colegio de la Frontera Sur| Universidad Autónoma Metropolitana| Colegio de la Frontera Sur,704696| 717488| 505017| 505030,Academic| Government,4.0,60015438| 60121765| 60028381,El Colegio de la Frontera Sur| El Colegio de la Frontera Sur| Universidad Autónoma Metropolitana -Unidad Iztapalapa,55440779100,57217386592,55440779100,-,Mexico,1.0,1109,Insect Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,31,Biological Sciences,3109,Zoology,-,Diversity and Distribution of Coleoptera Species,1376,10.203,Ecosystem Functions of Dung Beetles in Diverse Habitats,3619,87.087,Definitive,Nacional,4.0
