Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Figueroa-González, Ivonne",37064335800,Prebiotic effect of commercial saccharides on probiotic bacteria isolated from commercial products,"Figueroa-González, I.| Rodríguez-Serrano, G.| Gómez-Ruiz, L.| García-Garibay, M.| Cruz-Guerrero, A.",5.0,37064335800| 6505895038| 6603299537| 56013568800| 6506493418,2019.0,2019-01-01,Food Science and Technology (Brazil),39,3,747-753,-,ISSN-01012061,4500151502.0,Journal,"Sociedade Brasileira de Ciencia e Tecnologia de Alimentos, SBCTA",English,0.94,35,1.9,52,0.455,46,0.82,34.0,76.0,1.83,12.58,5.0,15.0,0.0,0.0,"Figueroa-González, I., Rodríguez-Serrano, G., Gómez-Ruiz, L. and 2 more (...) (2019).Prebiotic effect of commercial saccharides on probiotic bacteria isolated from commercial products. Food Science and Technology (Brazil),39(3) 747-753",https://www.scopus.com/record/display.url?eid=2-s2.0-85073564943&origin=resultslist,10.1590/fst.07318,Article,Hybrid gold|Green,2-s2.0-85073564943,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60112837,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana-Lerma,37064335800,6506493418,6506493418,-,Mexico,1.0,1106| 1305,Food Science| Biotechnology,5,Life Sciences & Medicine,502| 507,Agriculture & Forestry| Biological Sciences,32,Life Sciences,40| 30,"Engineering| Agricultural, Veterinary And Food Sciences",3006| 4004,Food sciences| Chemical engineering,-,Probiotics and Their Impact on Health,525,88.031,Inulin as a Prebiotic Agent for Health,4781,91.224,Very Good,UAM,1.0
