Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cabrera, Eugenio Torijano",56988872000,Determination of the kinetic parameters of BeO using isothermal decay method,"Nieto, J.A.| Vega, C.A.| Montalvo, T.R.| Cabrera, E.T.",4.0,56988631200| 56988838800| 56989646700| 56988872000,2016.0,2016-02-01,Applied Radiation and Isotopes,108,-,8-11,-,ISSN-09698043,40907.0,Journal,Elsevier Ltd,English,1.02,27,2,54,0.537,37,1.59,32.0,15.0,1.0,5.97,33.0,29.0,0.0,0.0,"Nieto, J.A., Vega, C.A., Montalvo, T.R. and 1 more (...) (2016).Determination of the kinetic parameters of BeO using isothermal decay method. Applied Radiation and Isotopes,1088-11",https://www.scopus.com/record/display.url?eid=2-s2.0-84949034512&origin=resultslist,10.1016/j.apradiso.2015.11.061,Article,,2-s2.0-84949034512,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60028381| 60019176| 60013076,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Politécnico Nacional| Centro de Investigacion en Ciencia Aplicada y Tecnologia Avanzada,56988631200,56988872000,56988631200,-,Mexico,1.0,3108,Radiation,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,32,Biomedical And Clinical Sciences,3202| 3211,Clinical sciences| Oncology and carcinogenesis,-,Thermoluminescence Properties of Advanced Phosphors,1292,15.37,Thermoluminescence Properties in Dosimetry Applications,5044,92.234,Definitive,Nacional,2.0
