Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Soto, Lorena Martínez",57193386765,Urban happiness from mobility in neighborhoods and downtown,"Cardona, A.E.M.| Soto, L.M.",2.0,57219654120| 57193386765,2020.0,2020-07-31,European Public and Social Innovation Review,5,1,58-80,-,ISSN-25299824,21101023975.0,Journal,Sinnergiak Social Innovation,Spanish,0.03,92,0,99,-,-,3.51,123.0,0.0,0.0,7.08,83.0,78.0,0.0,0.0,"Cardona, A.E.M., Soto, L.M. (2020).Urban happiness from mobility in neighborhoods and downtown. European Public and Social Innovation Review,5(1) 58-80",https://www.scopus.com/record/display.url?eid=2-s2.0-85094568431&origin=resultslist,10.31637/epsir.20-1.6,Article,Gold,2-s2.0-85094568431,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,125286179| 60014923,Escuela Superior de Administración| Universidad Autónoma Metropolitana,57219654120,57193386765,57219654120,-,Mexico| Colombia,2.0,2001| 3303| 3312,"Economics, Econometrics and Finance (miscellaneous)| Development| Sociology and Political Science",3,Social Sciences & Management,315| 317| 342,Development Studies| Economics & Econometrics| Sociology,40| 35,Social Sciences| Business and Economics,44,Human Society,4404| 4407| 4410,Development studies| Policy and administration| Sociology,SDG 11,Inclusive Education for Children with Disabilities,796,74.035,Inclusive Education Policies for Special Needs in Chile,43521,50.283,Defensible,Internacional,1.0
