Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"López-Toledo, J. A.",57203529102,Tight-binding model for torsional and compressional waves in high-quality coupled-resonator phononic metamaterials,"López-Toledo, J.A.| Báez, G.| Méndez-Sánchez, R.A.",3.0,57203529102| 15020384600| 57221680249,2022.0,2022-01-01,Mechanics of Advanced Materials and Structures,29,27,6301-6307,-,ISSN-15376494,17827.0,Journal,Taylor and Francis Ltd.,English,1.24,20,5.1,6,0.669,26,0.51,12.0,9.0,0.86,10.42,33.0,33.0,0.0,0.0,"López-Toledo, J.A., Báez, G., Méndez-Sánchez, R.A. (2022).Tight-binding model for torsional and compressional waves in high-quality coupled-resonator phononic metamaterials. Mechanics of Advanced Materials and Structures,29(27) 6301-6307",https://www.scopus.com/record/display.url?eid=2-s2.0-85115398308&origin=resultslist,10.1080/15376494.2021.1974989,Article,,2-s2.0-85115398308,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60023193| 60172289,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México Campus Morelos,57203529102,57221680249,57221680249,-,Mexico,1.0,2205| 2210| 2211| 2500| 2600,Civil and Structural Engineering| Mechanical Engineering| Mechanics of Materials| General Materials Science| General Mathematics,4| 2,Natural Sciences| Engineering & Technology,220| 431| 433| 222,Engineering - Civil & Structural| Mathematics| Materials Science| Engineering - Mechanical,37| 36,Physical Sciences| Engineering,40,Engineering,-,-,-,Structural Health Monitoring Using Acoustic Techniques,301,82.93,Metamaterials for Enhanced Wave Propagation Control,616,99.488,Definitive,Nacional,2.0
