Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez-Calzada, D. J.",59658534500,On the effects of the electromagnetic radiation in human health by using mobile telephone in Mexico,"Franco-Camacho, M.| Ramírez-Calzada, D.J.| Páez-Hernández, R.T.| Ladino-Luna, D.",4.0,59658103900| 59658534500| 6508328945| 6506447422,2021.0,2021-08-10,International Journal of Basic and Applied Sciences,10,2,32-37,-,ISSN-22275053,21101277885.0,Journal,Science Publishing Corporation Inc.,English,-,-,-,-,-,-,0.0,0.0,0.0,0.0,8.26,82.0,79.0,0.0,0.0,"Franco-Camacho, M., Ramírez-Calzada, D.J., Páez-Hernández, R.T. and 1 more (...) (2021).On the effects of the electromagnetic radiation in human health by using mobile telephone in Mexico. International Journal of Basic and Applied Sciences,10(2) 32-37",https://www.scopus.com/record/display.url?eid=2-s2.0-85219004689&origin=resultslist,10.14419/ijbas.v10i2.31741,Article,Gold|Green,2-s2.0-85219004689,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,59658103900,6506447422,6506447422,-,Mexico,1.0,1101| 1701| 2301,Agricultural and Biological Sciences (miscellaneous)| Computer Science (miscellaneous)| Environmental Science (miscellaneous),5| 2,Life Sciences & Medicine| Engineering & Technology,424| 212| 502,Environmental Sciences| Computer Science & Information Systems| Agriculture & Forestry,38| 37| 32,Computer Science| Physical Sciences| Life Sciences,-,-,-,-,-,Electromagnetic Field Effects on Cellular Dynamics,1101,22.891,Health Risks of Mobile Phone Exposure,18420,81.896,Defensible,UAM,1.0
