Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"del Rosario Sánchez González, Sinaí",57869993000,Newly designed melatonin analogues with potential neuroprotective effects,"Millán-Pacheco, C.| Serratos, I.N.| del Rosario Sánchez González, S.| Galano, A.",4.0,14120132300| 56013689500| 57869993000| 55995932900,2022.0,2022-09-01,Theoretical Chemistry Accounts,141,9,-,49,ISSN-1432881X,21970.0,Journal,Springer Science and Business Media Deutschland GmbH,English,0.54,61,3.4,57,0.36,59,1.15,22.0,6.0,0.35,11.31,42.0,58.0,0.0,0.0,"Millán-Pacheco, C., Serratos, I.N., del Rosario Sánchez González, S. and 1 more (...) (2022).Newly designed melatonin analogues with potential neuroprotective effects. Theoretical Chemistry Accounts,141(9) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85137112761&origin=resultslist,10.1007/s00214-022-02907-4,Article,,2-s2.0-85137112761,-,Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana,505016| 505017,Academic,2.0,60025626| 60028381,Universidad Autónoma del Estado de Morelos| Universidad Autónoma Metropolitana -Unidad Iztapalapa,14120132300,55995932900,56013689500| 55995932900,-,Mexico,1.0,1606,Physical and Theoretical Chemistry,4| 2,Natural Sciences| Engineering & Technology,249| 409,Engineering - Petroleum| Chemistry,37,Physical Sciences,34,Chemical Sciences,3406| 3407,Physical chemistry| Theoretical and computational chemistry,-,Genetic and Neurochemical Factors in Parkinson's Disease,1182,19.359,COMT Polymorphism and Cognitive Function in Disorders,12107,71.252,Defensible,Nacional,2.0
