Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Villarroel, Sazcha Marcelo Olivera",57299576800,Exposure to changes in climate in Bolivia,"Villarroel, S.M.O.| Velázquez, M.A.| Pérez, O.R.M.",3.0,57299576800| 57299208500| 57216539664,2021.0,2021-11-01,Tecnologia y Ciencias del Agua,12,6,-,-,ISSN-01878336,20500195022.0,Journal,Instituto Mexicano de Tecnologia del Agua,Spanish,0.27,79,0.5,85,0.158,83,1.01,30.0,0.0,0.0,12.45,82.0,79.0,0.0,0.0,"Villarroel, S.M.O., Velázquez, M.A., Pérez, O.R.M. (2021).Exposure to changes in climate in Bolivia. Tecnologia y Ciencias del Agua,12(6) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85117312090&origin=resultslist,10.24850/j-tyca-2021-06-03,Article,Gold|Green,2-s2.0-85117312090,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080| 60014923| 127066256,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana| C/ Centenario Del Instituto Juárez,57299576800,57216539664,57216539664,-,Mexico,1.0,2205| 2312,Civil and Structural Engineering| Water Science and Technology,2,Engineering & Technology,424| 220,Environmental Sciences| Engineering - Civil & Structural,36| 37,Engineering| Physical Sciences,40| 37,Engineering| Earth Sciences,3707| 3709| 4004,Hydrology| Physical geography and environmental geoscience| Chemical engineering,SDG 8| SDG 13| SDG 15,"Justice, Autonomy, and Democracy in Global Contexts",246,44.277,Human Rights and Environmental Constitutionalism,19971,65.017,Defensible,UAM,1.0
