Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Munguía-Cortés, Laura",57205431461,APTES-functionalization of SBA-15 using ethanol or toluene: Textural characterization and sorption performance of carbon dioxide,"Munguía-Cortés, L.| Pérez-Hermosillo, I.| Ojeda-López, R.| Esparza-Schulz, J.M.| Felipe-Mendoza, C.| Cervantes-Uribe, A.| Domínguez-Ortiz, A.",7.0,57205431461| 56199567100| 56199311900| 55856922200| 16238730500| 57205438249| 56200723600,2017.0,2017-01-01,Journal of the Mexican Chemical Society,61,4,273-281,-,ISSN-1870249X,19700174729.0,Journal,Sociedad Quimica de Mexico A.C.,English,0.39,71,1.6,56,0.214,68,0.67,30.0,37.0,0.34,14.58,15.0,55.0,0.0,0.0,"Munguía-Cortés, L., Pérez-Hermosillo, I., Ojeda-López, R. and 4 more (...) (2017).APTES-functionalization of SBA-15 using ethanol or toluene: Textural characterization and sorption performance of carbon dioxide. Journal of the Mexican Chemical Society,61(4) 273-281",https://www.scopus.com/record/display.url?eid=2-s2.0-85060055766&origin=resultslist,10.29356/jmcs.v61i4.457,Article,Gold,2-s2.0-85060055766,-,Universidad Autónoma Metropolitana| Universidad Juarez Autonoma de Tabasco| Instituto Politécnico Nacional,505017| 705961| 505011,Academic,3.0,60028381| 60019176| 60025378,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Politécnico Nacional| Universidad Juárez Autónoma de Tabasco,57205431461,56200723600,56200723600,-,Mexico,1.0,1600,General Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,3405| 3406| 3404,Organic chemistry| Physical chemistry| Medicinal and biomolecular chemistry,-,Mesoporous Silica Materials for Advanced Applications,577,60.105,Functionalized Mesoporous Silica for Catalysis and Remediation,6384,83.389,Defensible,Nacional,3.0
