Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Godínez Reséndiz, Rogelio",57808265900,The innovation network of José Erdos Blau in the Mexican pharmaceutical sector (1940-1970),"Godínez Reséndiz, R.| Aceves Pastrana, P.| Schifter Aceves, L.",3.0,57808265900| 23992343100| 57189874608,2022.0,2022-07-01,Historia Mexicana,72,1,251-296,-,ISSN-01850172,25679.0,Journal,"Colegio de Mexico, A.C., Departamento de Publicaciones",Spanish,1.6,11,0.6,29,0.133,46,4.66,41.0,1.0,0.65,1.54,70.0,42.0,0.0,0.0,"Godínez Reséndiz, R., Aceves Pastrana, P., Schifter Aceves, L. (2022).The innovation network of José Erdos Blau in the Mexican pharmaceutical sector (1940-1970). Historia Mexicana,72(1) 251-296",https://www.scopus.com/record/display.url?eid=2-s2.0-85134374435&origin=resultslist,10.24201/hm.v72i1.4491,Article,Gold|Green,2-s2.0-85134374435,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57808265900,57189874608,-,-,Mexico,1.0,1202,History,1,Arts & Humanities,126,History,33,Arts and Humanities,43,"History, Heritage And Archaeology",4303,Historical studies,-,Quantum Chemistry and Molecular Interaction Insights,8,83.453,Historical Development of Chemistry and Pharmacy in Mexico,69540,34.676,Very Good,UAM,1.0
