Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Vengoechea, Alejandra M.",57205763832,Indoor/outdoor relationship of particulate matter (PM10) and its chemical composition in a coastal region of Colombia,"Rojano, R.| Vengoechea, A.M.| Arregocés, H.A.",3.0,35608191100| 57205763832| 56426426500,2023.0,2023-12-01,Case Studies in Chemical and Environmental Engineering,8,-,-,100397,ISSN-26660164,21101055712.0,Journal,Elsevier Ltd,English,1.43,13,9.2,9,1.283,8,3.09,74.0,13.0,1.06,12.3,18.0,27.0,0.0,0.0,"Rojano, R., Vengoechea, A.M., Arregocés, H.A. (2023).Indoor/outdoor relationship of particulate matter (PM10) and its chemical composition in a coastal region of Colombia. Case Studies in Chemical and Environmental Engineering,8",https://www.scopus.com/record/display.url?eid=2-s2.0-85163843664&origin=resultslist,10.1016/j.cscee.2023.100397,Article,Gold|Green,2-s2.0-85163843664,-,Universidad Autónoma Metropolitana| Universidad de la Guajira,505017| 719412,Academic,2.0,60104481| 60023193,Universidad de la Guajira| Universidad Autónoma Metropolitana - Azcapotzalco,35608191100,56426426500,35608191100,-,Mexico| Colombia,2.0,1500| 2201| 2301| 2304| 2305,General Chemical Engineering| Engineering (miscellaneous)| Environmental Science (miscellaneous)| Environmental Chemistry| Environmental Engineering,2| 4,Engineering & Technology| Natural Sciences,424| 219| 249,Environmental Sciences| Engineering - Chemical| Engineering - Petroleum,37| 36,Physical Sciences| Engineering,41| 40,Environmental Sciences| Engineering,4104| 4004| 4105,Environmental management| Chemical engineering| Pollution and contamination,SDG 3| SDG 11,Health Impacts of Air Pollution Exposure,251,95.226,Indoor Air Quality and Particulate Matter Dynamics,5079,96.154,Definitive,Internacional,1.0
