Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"López-Pérez, Blanca Estela",58171585700,Emotional Design and Immersion in Story-Driven Video Games. The Case of Detroit: Become Human,"Núñez-Pacheco, R.| López-Pérez, B.E.| Aguaded, I.",3.0,57212011134| 58171585700| 56056167200,2022.0,2022-01-01,Palabra Clave,25,4,-,e2543,ISSN-01228285,21100215170.0,Journal,Universidad de La Sabana,Spanish,0.81,42,1.2,15,0.224,44,4.85,147.0,1.0,0.0,4.26,70.0,80.0,0.0,0.0,"Núñez-Pacheco, R., López-Pérez, B.E., Aguaded, I. (2022).Emotional Design and Immersion in Story-Driven Video Games. The Case of Detroit: Become Human. Palabra Clave,25(4) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85151664826&origin=resultslist,10.5294/pacla.2022.25.4.3,Article,Gold|Green,2-s2.0-85151664826,-,Universidad Autónoma Metropolitana| Universidad Nacional San Agustín de Arequipa| University of Huelva,505017| 701200| 312021,Academic,3.0,60089535| 60014923| 60014204,Universidad Nacional de San Agustin de Arequipa| Universidad Autónoma Metropolitana| Universidad de Huelva,57212011134,56056167200,-,-,Spain| Mexico| Peru,3.0,1200| 3315,General Arts and Humanities| Communication,1| 3,Arts & Humanities| Social Sciences & Management,311,Communication & Media Studies,40| 33,Social Sciences| Arts and Humanities,47,"Language, Communication And Culture",4701,Communication and media studies,-,Artificial Intelligence in Decision-Making and Game Theory,1103,41.203,Procedural Content Generation in Video Game Design,8148,94.25,Weak,Internacional,1.0
