Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"García-Contreras, Adelfa Del Carmen",56013615800,Conjugated linoleic acid supplementation does not improve boar semen quality and does not change its fatty acid profile,"Zamora-Zamora, V.| Figueroa-Velasco, J.L.| Cordero-Mora, J.L.| Nieto-Aquino, R.| García-Contreras, A.C.| Sánchez-Torres, M.T.| Carrillo-Domínguez, S.| Martínez-Aispuro, J.A.",8.0,22137286900| 55509025800| 8917330400| 57193718765| 56013615800| 15048944100| 6506104212| 56196313300,2017.0,2017-07-01,Veterinaria Mexico OA,4,3,-,-,ISSN-24486760,21101134316.0,Journal,-,English,0.1,89,-,-,0.116,94,0.53,19.0,5.0,0.52,3.86,54.0,46.0,0.0,0.0,"Zamora-Zamora, V., Figueroa-Velasco, J.L., Cordero-Mora, J.L. and 5 more (...) (2017).Conjugated linoleic acid supplementation does not improve boar semen quality and does not change its fatty acid profile. Veterinaria Mexico OA,4(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85053358319&origin=resultslist,10.21753/vmoa.4.3.387,Article,Gold,2-s2.0-85053358319,-,Universidad Autónoma Metropolitana| Colegio de Postgraduados| Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,505017| 505003| 505009,Government| Academic,3.0,60033065| 60010210| 60009149,Colegio De Postgraduados Campus Montecillo| Universidad Autónoma Metropolitana Unidad Xochimilco| Instituto Nacional de la Nutrición Salvador Zubiran,22137286900,56196313300,55509025800,-,Mexico,1.0,3400,General Veterinary,5,Life Sciences & Medicine,546,Veterinary Science,32,Life Sciences,-,-,-,-,-,Sperm Quality and Male Fertility Factors,323,58.862,Dietary Influences on Male Fertility and Semen Quality,45687,85.515,Defensible,Nacional,3.0
