Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Díaz, Miguel Ángel Aguilar",57926060900,The unsafe sidewalk in a gentrifying neighborhood: The construction of the others from local relationships,"Díaz, M.Á.A.| Capron, G.",2.0,57926060900| 6602889737,2022.0,2022-09-01,Estudios Demograficos y Urbanos,37,3,977-1005,-,ISSN-01867210,26808.0,Journal,"Colegio de Mexico, A.C., Departamento de Publicaciones",Spanish,0.82,41,0.8,61,0.241,52,2.28,58.0,3.0,0.36,8.29,56.0,57.0,0.0,0.0,"Díaz, M.Á.A., Capron, G. (2022).The unsafe sidewalk in a gentrifying neighborhood: The construction of the others from local relationships. Estudios Demograficos y Urbanos,37(3) 977-1005",https://www.scopus.com/record/display.url?eid=2-s2.0-85139744536&origin=resultslist,10.24201/edu.v37i3.2096,Article,Gold|Green,2-s2.0-85139744536,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60028381| 60023193,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana - Azcapotzalco,57926060900,6602889737,-,-,Mexico,1.0,3317| 3322,Demography| Urban Studies,3,Social Sciences & Management,342| 425| 106,Sociology| Geography| Architecture,40,Social Sciences,44| 38,Human Society| Economics,3899| 3801| 4403,Other economics| Applied economics| Demography,SDG 11,Financialization and Land Rights in Urban Development,1402,35.579,Urban Segregation and Social Dynamics in Chile,6514,82.55,Defensible,UAM,1.0
