Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ibarra-García, A. R.",57205424545,"Phytoextraction of metals by native plants from mining wastes in Zacatecas, Mexico","Ibarra-García, A.R.| Barceló-Quintal, I.D.| García-Albortante, J.| López-Lafuente, A.L.| González-Huecas, C.| Quintana-Nieto, J.R.| Mugica-Alvarez, V.",7.0,57205424545| 55993787400| 55232389100| 6602288547| 6507328123| 56248763500| 57204835583,2018.0,2018-01-01,Acta Horticulturae,1227,-,409-415,-,ISSN-05677572,26209.0,Book Series,International Society for Horticultural Science,English,0.23,82,0.4,91,0.185,83,0.96,37.0,4.0,0.17,5.79,58.0,66.0,0.0,0.0,"Ibarra-García, A.R., Barceló-Quintal, I.D., García-Albortante, J. and 4 more (...) (2018).Phytoextraction of metals by native plants from mining wastes in Zacatecas, Mexico. Acta Horticulturae,1227409-415",https://www.scopus.com/record/display.url?eid=2-s2.0-85059978830&origin=resultslist,10.17660/ActaHortic.2018.1227.51,Article,,2-s2.0-85059978830,-,Universidad Autónoma Metropolitana| Complutense University,505017| 312012,Academic,2.0,60023193| 60027282,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Complutense de Madrid,57205424545,57204835583,57204835583,-,Spain| Mexico,2.0,1108,Horticulture,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,30| 31,"Agricultural, Veterinary And Food Sciences| Biological Sciences",3008| 3108,Horticultural production| Plant biology,SDG 3| SDG 6| SDG 15,Arsenic Contamination in Soil and Water Systems,225,93.787,Phytoremediation Strategies for Heavy Metal Contamination,795,99.304,Definitive,Internacional,1.0
