Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Peralta, Alvaro Ramos",58411922400,A Neural-Network-Optimized Hydrogen Peroxide Pairwise Additive Model for Classical Simulations,"Peralta, A.R.| Odriozola, G.",2.0,58411922400| 6701323124,2023.0,2023-07-11,Journal of Chemical Theory and Computation,19,13,4172-4181,-,ISSN-15499618,5100155074.0,Journal,American Chemical Society,English,1.41,13,9.9,12,1.457,11,0.45,9.0,3.0,0.26,11.46,49.0,63.0,0.0,0.0,"Peralta, A.R., Odriozola, G. (2023).A Neural-Network-Optimized Hydrogen Peroxide Pairwise Additive Model for Classical Simulations. Journal of Chemical Theory and Computation,19(13) 4172-4181",https://www.scopus.com/record/display.url?eid=2-s2.0-85163767641&origin=resultslist,10.1021/acs.jctc.3c00287,Article,Hybrid gold|Green,2-s2.0-85163767641,37306692,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,58411922400,6701323124,6701323124,-,Mexico,1.0,1606| 1706,Physical and Theoretical Chemistry| Computer Science Applications,4| 2,Natural Sciences| Engineering & Technology,249| 409| 213| 212,Engineering - Petroleum| Chemistry| Data Science| Computer Science & Information Systems,38| 37,Computer Science| Physical Sciences,34,Chemical Sciences,3406| 3407,Physical chemistry| Theoretical and computational chemistry,-,Molecular Dynamics and Hydrogen Bonding in Water,191,75.474,Molecular Dynamics and Force Field Innovations,2189,98.735,Definitive,UAM,1.0
