Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cruz-Ledesma, Anahis",57850695300,Effect of melatonin on electrical impedance and biomarkers of damage in a gastric ischemia/reperfusion model,"Peña-Mercado, E.| Garcia-Lorenzana, M.| Huerta-Yepez, S.| Cruz-Ledesma, A.| Beltran-Vargas, N.E.",5.0,57192921584| 15744964200| 57207527967| 57850695300| 56000854900,2022.0,2022-08-01,PLoS ONE,17,8,-,e0273099,ISSN-19326203,10600153309.0,Journal,Public Library of Science,English,1.26,19,6,13,0.885,12,0.39,9.0,3.0,0.11,17.93,56.0,75.0,0.0,0.0,"Peña-Mercado, E., Garcia-Lorenzana, M., Huerta-Yepez, S. and 2 more (...) (2022).Effect of melatonin on electrical impedance and biomarkers of damage in a gastric ischemia/reperfusion model. PLoS ONE,17(8) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85136179612&origin=resultslist,10.1371/journal.pone.0273099,Article,Gold|Green,2-s2.0-85136179612,35972989,Universidad Autónoma Metropolitana| Hospital Infantil de Mexico Federico Gomez,505017| 505033,Medical| Academic,2.0,60024080| 60014923| 60028381| 60000328| 60010210,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Hospital Infantil de México Federico Gómez| Universidad Autónoma Metropolitana Unidad Xochimilco,57192921584,56000854900,56000854900,-,Mexico,1.0,1000,Multidisciplinary,-,-,-,-,-,-,MD,Multidisciplinary,MD,Multidisciplinary,-,Melatonin's Influence on Circadian Rhythms and Stress Response,232,84.565,Melatonin's Multifaceted Role in Gastrointestinal Health,53960,67.062,Weak,Nacional,2.0
