Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Parra-García, Dimas Francisco",58788340200,"Seismic resilient performance of code-designed, base-isolated slender steel buildings in firm soils","Tena-Colunga, A.| Parra-García, D.F.",2.0,6603732003| 58788340200,2024.0,2024-01-01,Structures,59,-,-,105754,ISSN-23520124,21100372467.0,Journal,Elsevier Ltd,English,1.52,12,6.5,6,1.085,2,1.39,31.0,4.0,0.56,7.18,32.0,45.0,0.0,0.0,"Tena-Colunga, A., Parra-García, D.F. (2024).Seismic resilient performance of code-designed, base-isolated slender steel buildings in firm soils. Structures,59",https://www.scopus.com/record/display.url?eid=2-s2.0-85181132157&origin=resultslist,10.1016/j.istruc.2023.105754,Article,,2-s2.0-85181132157,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,6603732003,58788340200,6603732003,-,Mexico,1.0,2205| 2213| 2215| 2216,"Civil and Structural Engineering| Safety, Risk, Reliability and Quality| Building and Construction| Architecture",2| 1,Engineering & Technology| Arts & Humanities,249| 220| 106,Engineering - Petroleum| Engineering - Civil & Structural| Architecture,33| 36,Arts and Humanities| Engineering,40,Engineering,4005,Civil engineering,SDG 11,Innovative Strategies for Seismic Vibration Control,1078,55.33,Seismic Isolation Systems Using Elastomeric Bearings,18179,89.39,Definitive,UAM,1.0
