Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Arenas, E.",57189700022,"Effect of perfluorooctane sulfonate on viability, maturation and gap junctional intercellular communication of porcine oocytes in vitro","Domínguez, A.| Salazar, Z.| Arenas, E.| Betancourt, M.| Ducolomb, Y.| González-Márquez, H.| Casas, E.| Teteltitla, M.| Bonilla, E.",9.0,57189700415| 16176095600| 57189700022| 7006573702| 6506225074| 7801445359| 23089971800| 57189698997| 57206291687,2016.0,2016-09-01,Toxicology in Vitro,35,-,93-99,-,ISSN-08872333,25224.0,Journal,Elsevier Ltd,English,0.96,30,5.9,17,1.025,20,0.77,25.0,63.0,0.41,9.87,8.0,50.0,0.0,2.0,"Domínguez, A., Salazar, Z., Arenas, E. and 6 more (...) (2016).Effect of perfluorooctane sulfonate on viability, maturation and gap junctional intercellular communication of porcine oocytes in vitro. Toxicology in Vitro,3593-99",https://www.scopus.com/record/display.url?eid=2-s2.0-84974670911&origin=resultslist,10.1016/j.tiv.2016.05.011,Article,,2-s2.0-84974670911,27233358,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57189700415,57206291687,57206291687,-,Mexico,1.0,3005,Toxicology,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,32,Life Sciences,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences,-,Foam and Perfluoroalkyl Substances in Environmental Applications,888,95.553,Environmental Impact of Perfluoroalkyl Substances,93,99.953,Definitive,UAM,1.0
