Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez-Canseco, Carlos Jorge",36158520900,Production and Evaluation of an Avian IgY Immunotoxin against CD133+ for Treatment of Carcinogenic Stem Cells in Malignant Glioma: IgY Immunotoxin for the Treatment of Glioblastoma,"Chavez-Cortez, E.-G.| Vargas Felix, G.| Rangel López, E.| Sotelo, J.| Martínez-Canseco, C.| Pérez-De La Cruz, V.| Pineda, B.",7.0,57189591425| 55946250200| 12787961300| 7102818850| 36158520900| 57211536347| 6602946227,2019.0,2019-01-01,Journal of Oncology,2019,-,-,2563092,ISSN-16878450,17600155049.0,Journal,Hindawi Limited,English,0.89,37,1.4,77,0.937,42,0.71,18.0,10.0,0.45,15.52,40.0,50.0,0.0,0.0,"Chavez-Cortez, E.-G., Vargas Felix, G., Rangel López, E. and 4 more (...) (2019).Production and Evaluation of an Avian IgY Immunotoxin against CD133+ for Treatment of Carcinogenic Stem Cells in Malignant Glioma: IgY Immunotoxin for the Treatment of Glioblastoma. Journal of Oncology,2019",https://www.scopus.com/record/display.url?eid=2-s2.0-85067653066&origin=resultslist,10.1155/2019/2563092,Article,Hybrid gold|Green,2-s2.0-85067653066,-,Universidad Autónoma Metropolitana| Instituto Nacional de Neurologia y Neurocirugia,505017| 505040,Government| Academic,2.0,60000029| 60010210,Instituto Nacional de Neurología y Neurocirugía| Universidad Autónoma Metropolitana Unidad Xochimilco,57189591425,6602946227,6602946227,-,Mexico,1.0,2730,Oncology,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32| 52,Biomedical And Clinical Sciences| Psychology,3202| 5203| 3211,Clinical sciences| Clinical and health psychology| Oncology and carcinogenesis,SDG 3,Medicinal Plant Extracts for Pain Management,170,62.59,Ribosome Inactivating Proteins in Antiviral Applications,10995,75.827,Weak,Nacional,2.0
