Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"García Canclini, Néstor",58345091000,From media to mediations: unexpected readings,"García Canclini, N.| Ponce de León, A.",2.0,58345091000| 57731445200,2023.0,2023-01-01,Cultural Studies,37,5,746-753,-,ISSN-09502386,14234.0,Journal,Routledge,English,1.68,8,3.5,6,0.927,2,1.01,17.0,0.0,0.0,3.69,77.0,77.0,0.0,0.0,"García Canclini, N., Ponce de León, A. (2023).From media to mediations: unexpected readings. Cultural Studies,37(5) 746-753",https://www.scopus.com/record/display.url?eid=2-s2.0-85162824205&origin=resultslist,10.1080/09502386.2023.2222732,Article,,2-s2.0-85162824205,-,Universidad Autónoma Metropolitana| University of California at Davis,505017| 508260,Academic,2.0,60014923| 60014439,"Universidad Autónoma Metropolitana| University of California, Davis",58345091000,57731445200,57731445200,-,Mexico| United States,2.0,1201| 3300| 3314| 3316,Arts and Humanities (miscellaneous)| General Social Sciences| Anthropology| Cultural Studies,3| 1,Social Sciences & Management| Arts & Humanities,311| 304,Communication & Media Studies| Anthropology,33| 40,Arts and Humanities| Social Sciences,47| 44,"Language, Communication And Culture| Human Society",4405| 4401| 4702,Gender studies| Anthropology| Cultural studies,-,"Intersections of Literature, Philosophy, and Visual Arts",1248,4.12,Cultural Dynamics and Media Influence in Latin America,22337,32.489,Other,Internacional,1.0
