Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martell-Mendoza, Miguel",57202158331,Synthesis and evaluation of antinociceptive and anti-inflammatory effects of nitro-porphyrins,"Zapata-Morales, J.R.| Pérez-González, C.| Alonso-Castro, A.J.| Martell-Mendoza, M.| Hernández-Munive, A.| Pérez-Gutiérrez, S.",6.0,54986242700| 6505927350| 24178778100| 57202158331| 55839377000| 55547707400,2018.0,2018-07-01,Medicinal Chemistry Research,27,7,1782-1791,-,ISSN-10542523,18384.0,Journal,Birkhauser Boston,English,0.71,49,3,28,0.366,34,1.83,54.0,2.0,0.0,6.75,68.0,74.0,0.0,0.0,"Zapata-Morales, J.R., Pérez-González, C., Alonso-Castro, A.J. and 3 more (...) (2018).Synthesis and evaluation of antinociceptive and anti-inflammatory effects of nitro-porphyrins. Medicinal Chemistry Research,27(7) 1782-1791",https://www.scopus.com/record/display.url?eid=2-s2.0-85047335390&origin=resultslist,10.1007/s00044-018-2191-z,Article,,2-s2.0-85047335390,-,Universidad de Guanajuato| Universidad Autónoma Metropolitana,505020| 505017,Academic,2.0,60033291| 60010210,Universidad de Guanajuato| Universidad Autónoma Metropolitana Unidad Xochimilco,54986242700,55547707400,6505927350,-,Mexico,1.0,1605| 3000,"Organic Chemistry| General Pharmacology, Toxicology and Pharmaceutics",5| 2| 4,Life Sciences & Medicine| Engineering & Technology| Natural Sciences,537| 249| 409,Pharmacy & Pharmacology| Engineering - Petroleum| Chemistry,34| 37,Medical and Health| Physical Sciences,32| 34,Biomedical And Clinical Sciences| Chemical Sciences,3404| 3214,Medicinal and biomolecular chemistry| Pharmacology and pharmaceutical sciences,-,Medicinal Plant Extracts for Pain Management,170,62.59,Analgesic and Anti-Inflammatory Plant Extracts,2410,88.538,Very Good,Nacional,2.0
