Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Duarte-Mendoza, Javier",59304050900,Absorption of active pharmaceutical ingredients in a protein/lipid bilayer by dissipative particle dynamics,"Ferrer-Guadalupe, M.| Duarte-Mendoza, J.| Mendoza-Ambrosio, F.N.| Alejandre, J.",4.0,59304964900| 59304050900| 57220892884| 6701463968,2024.0,2024-01-01,Molecular Physics,122,21-22,-,e2394624,ISSN-00268976,26990.0,Journal,Taylor and Francis Ltd.,English,0.59,57,3.6,50,0.322,65,0.43,5.0,0.0,0.0,6.29,70.0,70.0,0.0,0.0,"Ferrer-Guadalupe, M., Duarte-Mendoza, J., Mendoza-Ambrosio, F.N. and 1 more (...) (2024).Absorption of active pharmaceutical ingredients in a protein/lipid bilayer by dissipative particle dynamics. Molecular Physics,122(21-22) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85202553089&origin=resultslist,10.1080/00268976.2024.2394624,Article,,2-s2.0-85202553089,-,Universidad Autónoma Metropolitana| Universidad del Papaloapan,505017| 714298,Academic,2.0,60084236| 60028381,Universidad del Papaloapan| Universidad Autónoma Metropolitana -Unidad Iztapalapa,59304964900,6701463968,6701463968,-,Mexico,1.0,1304| 1312| 1606| 3104,Biophysics| Molecular Biology| Physical and Theoretical Chemistry| Condensed Matter Physics,4| 5| 2,Natural Sciences| Life Sciences & Medicine| Engineering & Technology,507| 249| 409| 439,Biological Sciences| Engineering - Petroleum| Chemistry| Physics & Astronomy,37| 32,Physical Sciences| Life Sciences,34,Chemical Sciences,3407| 3406,Theoretical and computational chemistry| Physical chemistry,-,Molecular Dynamics and Hydrogen Bonding in Water,191,75.474,Dissipative Particle Dynamics in Fluid Simulation,14427,87.25,Definitive,Nacional,2.0
