Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Soria, Alberto",55993751300,Macroscopic model for momentum transport in down-flow fluidization,"Benítez-Olivares, G.| Valdés-Parada, F.J.| Alicia Meraz-Rodríguez, M.| Soria-López, A.",4.0,57192169796| 35615110000| 57186646900| 55993751300,2017.0,2017-12-20,International Journal of Chemical Reactor Engineering,15,6,-,20170120,ISSN-15426580,130033.0,Journal,Walter de Gruyter GmbH,English,0.49,64,1.3,56,0.306,51,0.74,30.0,0.0,0.0,10.49,82.0,72.0,0.0,0.0,"Benítez-Olivares, G., Valdés-Parada, F.J., Alicia Meraz-Rodríguez, M. and 1 more (...) (2017).Macroscopic model for momentum transport in down-flow fluidization. International Journal of Chemical Reactor Engineering,15(6) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85037737997&origin=resultslist,10.1515/ijcre-2017-0120,Article,,2-s2.0-85037737997,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57192169796,55993751300,35615110000,-,Mexico,1.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,40,Engineering,4004,Chemical engineering,-,Hydrodynamics and Mass Transfer in Reactors,1284,18.509,Fluidized Bed Bioreactors for Wastewater Treatment,38932,57.973,Defensible,UAM,1.0
