Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez-Vázquez, Mariana",57244018400,Updating of Bending Moment Design Coefficients for RC Slabs,"Juárez-Luna, G.| Gutiérrez-Morgado, P.| Ramírez-Vázquez, M.",3.0,56068110600| 57244695100| 57244018400,2022.0,2022-04-01,Iranian Journal of Science and Technology - Transactions of Civil Engineering,46,2,985-1009,-,ISSN-22286160,21100217216.0,Journal,Springer Science and Business Media Deutschland GmbH,English,0.77,44,2.8,48,0.345,57,0.48,16.0,0.0,0.0,13.27,81.0,80.0,0.0,0.0,"Juárez-Luna, G., Gutiérrez-Morgado, P., Ramírez-Vázquez, M. (2022).Updating of Bending Moment Design Coefficients for RC Slabs. Iranian Journal of Science and Technology - Transactions of Civil Engineering,46(2) 985-1009",https://www.scopus.com/record/display.url?eid=2-s2.0-85114182169&origin=resultslist,10.1007/s40996-021-00731-7,Article,,2-s2.0-85114182169,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 117739017,Universidad Autónoma Metropolitana| S.A. de C.V.,56068110600,57244018400,56068110600,-,Mexico,1.0,1909| 2205,Geotechnical Engineering and Engineering Geology| Civil and Structural Engineering,4| 2,Natural Sciences| Engineering & Technology,247| 416| 249| 220| 451| 450,Engineering - Mineral & Mining| Earth & Marine Sciences| Engineering - Petroleum| Engineering - Civil & Structural| Geophysics| Geology,36| 37,Engineering| Physical Sciences,37| 40| 35,"Earth Sciences| Engineering| Commerce, Management, Tourism And Services",4005| 3509| 3709,"Civil engineering| Transportation, logistics and supply chains| Physical geography and environmental geoscience",-,Strengthening Concrete Structures with Advanced Materials,401,81.23,Reinforced Concrete Models for Shear Behavior,21347,60.455,Defensible,UAM,1.0
