Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Falleti, Valeria Fernanda",55336840400,Searches and knowledge. Forced disappearances in Mexico,"Falleti, V.F.| Chávez Y Arredondo, A.R.",2.0,55336840400| 58029678500,2022.0,2022-01-01,Andamios,19,50,223-242,-,ISSN-18700063,12100155723.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.44,68,0.5,34,0.193,49,0.42,14.0,1.0,0.24,4.11,70.0,65.0,0.0,0.0,"Falleti, V.F., Chávez Y Arredondo, A.R. (2022).Searches and knowledge. Forced disappearances in Mexico. Andamios,19(50) 223-242",https://www.scopus.com/record/display.url?eid=2-s2.0-85144676797&origin=resultslist,10.29092/uacm.v19i50.943,Article,Gold,2-s2.0-85144676797,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 125749827,Universidad Autónoma Metropolitana| UAM-X,55336840400,58029678500,-,-,Mexico,1.0,1200| 3300,General Arts and Humanities| General Social Sciences,1| 3,Arts & Humanities| Social Sciences & Management,-,-,33| 40,Arts and Humanities| Social Sciences,50| 44,Philosophy And Religious Studies| Human Society,4408| 5003| 4401,Political science| Philosophy| Anthropology,-,Peer Review Dynamics in Biomedical Research Networks,101,86.593,Knowledge Management and Bibliometric Insights in Research,42155,13.797,Other,UAM,1.0
