Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ochoa-Tapia, J. Alberto",6701791026,Momentum transport in the free fluid-porous medium transition layer: one-domain approach,"Hernandez-Rodriguez, R.| Angot, P.| Goyeau, B.| Ochoa-Tapia, J.A.",4.0,57218894623| 6602088872| 6602110009| 6701791026,2022.0,2022-02-02,Chemical Engineering Science,248,-,-,117111,ISSN-00092509,16413.0,Journal,Elsevier Ltd,English,1.39,15,7.9,14,0.891,17,1.6,51.0,15.0,0.66,16.79,21.0,41.0,0.0,0.0,"Hernandez-Rodriguez, R., Angot, P., Goyeau, B. and 1 more (...) (2022).Momentum transport in the free fluid-porous medium transition layer: one-domain approach. Chemical Engineering Science,248",https://www.scopus.com/record/display.url?eid=2-s2.0-85116520938&origin=resultslist,10.1016/j.ces.2021.117111,Article,Green,2-s2.0-85116520938,-,Aix-Marseille Université| Universidad Autónoma Metropolitana| CNRS| École centrale de Marseille| Université Paris-Saclay,700232| 505017| 314004| 706331| 709088,Government| Academic,5.0,60028381| 60038962| 60106017,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Institut de Mathématiques de Marseille| Université Paris-Saclay,57218894623,6701791026,6701791026,-,Mexico| France,2.0,1500| 1600| 2209,General Chemical Engineering| General Chemistry| Industrial and Manufacturing Engineering,2| 4,Engineering & Technology| Natural Sciences,409| 222| 219,Chemistry| Engineering - Mechanical| Engineering - Chemical,37| 36,Physical Sciences| Engineering,40,Engineering,4004,Chemical engineering,-,Magnetohydrodynamic Effects in Heat Transfer Systems,119,94.637,Modeling Fluid Flow in Porous Media Systems,16634,82.795,Definitive,Internacional,1.0
