Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Benitez-Delgado, Carlos Alberto",57206935117,Solvent effect on adsorption and fluorescence properties of perylene and pyrene dyes bonded to SBA-15 network,"González-Santiago, B.| Medina-Juárez, O.| Benitez-Delgado, C.A.| Rojas-González, F.| Salas-Bañales, E.| Garcia-Sanchez, M.Á.",6.0,37080894700| 42862105700| 57206935117| 7006426268| 55569120000| 7005999404,2019.0,2019-06-01,Journal of Luminescence,210,-,285-292,-,ISSN-00222313,12179.0,Journal,Elsevier B.V.,English,1.01,30,5.5,18,0.626,30,2.03,53.0,3.0,0.24,12.62,62.0,62.0,0.0,0.0,"González-Santiago, B., Medina-Juárez, O., Benitez-Delgado, C.A. and 3 more (...) (2019).Solvent effect on adsorption and fluorescence properties of perylene and pyrene dyes bonded to SBA-15 network. Journal of Luminescence,210285-292",https://www.scopus.com/record/display.url?eid=2-s2.0-85062157539&origin=resultslist,10.1016/j.jlumin.2019.02.039,Article,,2-s2.0-85062157539,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,37080894700,7005999404,37080894700,-,Mexico,1.0,1303| 1304| 1600| 3104| 3107,"Biochemistry| Biophysics| General Chemistry| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",4| 5,Natural Sciences| Life Sciences & Medicine,507| 409| 439,Biological Sciences| Chemistry| Physics & Astronomy,37| 32,Physical Sciences| Life Sciences,34,Chemical Sciences,3402,Inorganic chemistry,-,Mesoporous Silica Materials for Advanced Applications,577,60.105,Thermoporometry Insights into Porous Material Characterization,74713,40.537,Definitive,UAM,1.0
