Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Velázquez-Castañeda, Víctor",60229429800,"Estimation of Divergence Times and Reconstruction of Ancestral Morphological Characters of the Genus Mimosa (Leguminosae, Caesalpinioideae)","Velázquez-Castañeda, V.| Grether, R.| Arias, S.| Martínez, M.",4.0,60229429800| 56002650500| 7004387687| 7404594415,2024.0,2024-11-19,Systematic Botany,49,3,522-546,-,ISSN-03636445,17291.0,Journal,American Society of Plant Taxonomists Inc.,English,0.58,58,2.3,52,0.336,54,0.09,1.0,2.0,0.38,5.31,45.0,53.0,0.0,0.0,"Velázquez-Castañeda, V., Grether, R., Arias, S. and 1 more (...) (2024).Estimation of Divergence Times and Reconstruction of Ancestral Morphological Characters of the Genus Mimosa (Leguminosae, Caesalpinioideae). Systematic Botany,49(3) 522-546",https://www.scopus.com/record/display.url?eid=2-s2.0-105024243186&origin=resultslist,10.1600/036364424X17267811220443,Article,,2-s2.0-105024243186,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Universidad Autonoma Queretaro,505017| 505023| 505048,Academic,3.0,60014923| 60028381| 60032442| 60020052,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México| Universidad Autónoma de Querétaro,60229429800,7404594415,60229429800,-,Mexico,1.0,1105| 1110| 1311,"Ecology, Evolution, Behavior and Systematics| Plant Science| Genetics",5,Life Sciences & Medicine,507| 502,Biological Sciences| Agriculture & Forestry,32,Life Sciences,31,Biological Sciences,3108| 3104,Plant biology| Evolutionary biology,-,Diversity and Applications of Amaranth Species,1064,23.152,Mimosa Diversity and Genetic Insights in Fabaceae,82021,23.406,Definitive,Nacional,3.0
