Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Castillo, Gabriela Martínez",57897485700,"“Son of the Soil … Daughters of the Land”: poetry writing as a strategy of citizen-making for lesbian, gay, and bisexual migrants and asylum seekers in Johannesburg","Dill, L.J.| Vearey, J.| Oliveira, E.| Castillo, G.M.",4.0,56448418300| 25931795100| 56699451900| 57897485700,2016.0,2016-01-01,Agenda,30,1,85-95,-,ISSN-10130950,21101103382.0,Journal,Routledge,English,0.63,53,-,-,-,-,0.0,10.0,21.0,1.71,4.1,26.0,16.0,0.0,1.0,"Dill, L.J., Vearey, J., Oliveira, E. and 1 more (...) (2016).“Son of the Soil … Daughters of the Land”: poetry writing as a strategy of citizen-making for lesbian, gay, and bisexual migrants and asylum seekers in Johannesburg. Agenda,30(1) 85-95",https://www.scopus.com/record/display.url?eid=2-s2.0-85003444756&origin=resultslist,10.1080/10130950.2016.1189652,Article,Hybrid gold|Green,2-s2.0-85003444756,-,Universidad Autónoma Metropolitana| University of the Witwatersrand| SUNY Downstate Health Sciences University,505017| 115011| 508224,Academic,3.0,60023247| 60016218| 60014923,"SUNY Downstate Health Sciences University| University of the Witwatersrand, Johannesburg| Universidad Autónoma Metropolitana",56448418300,57897485700,56448418300,-,Mexico| United States| South Africa,3.0,3318,Gender Studies,3,Social Sciences & Management,342,Sociology,40,Social Sciences,-,-,-,-,SDG 10| SDG 16,Sexual Behavior and Health Among Adolescents,597,51.014,HIV Prevention and Health Challenges Among Sex Workers,2568,92.758,Defensible,Internacional,1.0
