Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Soria, Olivia",36134992800,Simple and rapid determination of ibuprofen without caffeine interference by HPLC-UV detection: Application to pharmacokinetic studies in rats,"Medina, J.R.| Jung, H.| Hurtado, M.| Soria, O.| López-Muñoz, F.J.",5.0,7402370643| 7403027893| 7006878205| 36134992800| 57189033250,2017.0,2017-01-01,International Journal of Research in Pharmaceutical Sciences,8,1,1-5,-,ISSN-09757538,19700175778.0,Journal,J. K. Welfare and Pharmascope Foundation,English,0.12,88,0.2,87,0.117,79,1.51,39.0,5.0,0.78,3.86,54.0,35.0,0.0,0.0,"Medina, J.R., Jung, H., Hurtado, M. and 2 more (...) (2017).Simple and rapid determination of ibuprofen without caffeine interference by HPLC-UV detection: Application to pharmacokinetic studies in rats. International Journal of Research in Pharmaceutical Sciences,8(1) 1-5",https://www.scopus.com/record/display.url?eid=2-s2.0-85019050307&origin=resultslist,-,Article,,2-s2.0-85019050307,-,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505002| 505017| 505023,Academic| Government,3.0,60010210| 60032442| 60017323,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional,7402370643,57189033250,7402370643,-,Mexico,1.0,3000,"General Pharmacology, Toxicology and Pharmaceutics",5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,32| 51,Biomedical And Clinical Sciences| Physical Sciences,5199| 3203| 3214,Other physical sciences| Dentistry| Pharmacology and pharmaceutical sciences,-,Impact of Anti-Inflammatory Drugs on Cancer Progression,392,29.104,Pharmacokinetics and Efficacy of Ketoprofen and Ibuprofen,14301,56.45,Defensible,Nacional,3.0
