Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Mandujano, Angélica",57295256000,Systemic sclerosis: Elevated levels of leukotrienes in saliva and plasma are associated with vascular manifestations and nailfold capillaroscopic abnormalities,"Mandujano, A.| Méndez-Ramírez, I.| Silveira-Torre, L.H.",3.0,57295256000| 57197804973| 7004430209,2021.0,2021-10-02,International Journal of Environmental Research and Public Health,18,20,-,10841,ISSN-16617827,144989.0,Journal,MDPI,English,1.38,17,4.5,25,0.814,25,0.14,4.0,1.0,0.0,14.32,73.0,79.0,0.0,0.0,"Mandujano, A., Méndez-Ramírez, I., Silveira-Torre, L.H. (2021).Systemic sclerosis: Elevated levels of leukotrienes in saliva and plasma are associated with vascular manifestations and nailfold capillaroscopic abnormalities. International Journal of Environmental Research and Public Health,18(20) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85117012027&origin=resultslist,10.3390/ijerph182010841,Article,Gold|Green,2-s2.0-85117012027,34682587,Universidad Autónoma Metropolitana| Instituto Nacional de Cardiologia Ignacio Chavez| Universidad Nacional Autónoma de México,505017| 505008| 505023,Academic| Government,3.0,60010210| 60032442| 60174685| 60010748,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México| Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas| Instituto Nacional de Cardiologia Ignacio Chavez,57295256000,7004430209,57295256000| 7004430209,-,Mexico,1.0,2307| 2310| 2739,"Health, Toxicology and Mutagenesis| Pollution| Public Health, Environmental and Occupational Health",5| 3,Life Sciences & Medicine| Social Sciences & Management,532| 424,Medicine| Environmental Sciences,34| 37,Medical and Health| Physical Sciences,MD,Multidisciplinary,MD,Multidisciplinary,-,Cellular Mechanisms Linking Diabetes and Cancer Risk,254,66.514,Leukotriene Pathways in Inflammation and Cancer,4957,84.61,Very Good,Nacional,3.0
