Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Moreno-Aparicio, A. M.",57192957507,"Detecting enzymatic activity of β-glucuronidase polymorphonuclear neutrophil in human grains Nocardia brasiliensis actinomycetoma, in vitro","Palma-Ramos, A.| Moreno-Aparicio, A.M.| Castrillón-Rivera, L.E.| Castañeda-Sánchez, J.I.| Muñoz-Duarte, A.R.| Mendoza-Pérez, F.| Padilla-Desgarennes, C.",7.0,57192912485| 57192957507| 6505762733| 26657168500| 55442913300| 6508238591| 25628161100,2016.0,2016-01-01,Dermatologia Revista Mexicana,60,6,488-498,-,ISSN-01854038,24321.0,Journal,Comunicaciones Cientificas Mexicanas S.A. de C.V.,Spanish,0.15,86,0.2,83,0.12,83,1.34,19.0,2.0,0.0,5.64,67.0,71.0,0.0,0.0,"Palma-Ramos, A., Moreno-Aparicio, A.M., Castrillón-Rivera, L.E. and 4 more (...) (2016).Detecting enzymatic activity of β-glucuronidase polymorphonuclear neutrophil in human grains Nocardia brasiliensis actinomycetoma, in vitro. Dermatologia Revista Mexicana,60(6) 488-498",https://www.scopus.com/record/display.url?eid=2-s2.0-85009473766&origin=resultslist,-,Article,,2-s2.0-85009473766,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210| 60015757| 60013839,Universidad Autónoma Metropolitana Unidad Xochimilco| Centro Dermatolgico de Dr. Ladislao de la Pascua| Secretaria de Salud,57192912485,25628161100,57192912485,-,Mexico,1.0,2708,Dermatology,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32| 42,Biomedical And Clinical Sciences| Health Sciences,3213| 4201| 3202,Paediatrics| Allied health and rehabilitation science| Clinical sciences,-,Microbial Diversity and Gene Analysis in Pathogens,40,89.993,Mycetoma: Insights into Diagnosis and Treatment,16455,76.137,Very Good,UAM,1.0
