Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Elías-López, Pablo David",55596667500,Natural Ventilation Strategy in a Social Housing with Sub-humid Warm Climate Based on Thermal Comfort,"Vázquez-Torres, C.E.| Gómez-Amador, A.| Bojórquez-Morales, G.| Beizaee, A.| Eliás-López, P.D.",5.0,57226751182| 55910190700| 56017209700| 55661541100| 55596667500,2021.0,2021-01-01,Environmental and Climate Technologies,25,1,508-524,-,ISSN-22558837,21100232822.0,Journal,Sciendo,English,0.76,46,2.3,53,0.33,56,0.71,32.0,5.0,0.1,19.33,51.0,74.0,0.0,0.0,"Vázquez-Torres, C.E., Gómez-Amador, A., Bojórquez-Morales, G. and 2 more (...) (2021).Natural Ventilation Strategy in a Social Housing with Sub-humid Warm Climate Based on Thermal Comfort. Environmental and Climate Technologies,25(1) 508-524",https://www.scopus.com/record/display.url?eid=2-s2.0-85115982801&origin=resultslist,10.2478/rtuect-2021-0037,Article,Gold|Green,2-s2.0-85115982801,-,Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana| Loughborough University| Universidad de Colima,505046| 505017| 315036| 505054,Academic,4.0,60024551| 60005618| 60000891| 60014923,Universidad de Colima| Universidad Autónoma de Baja California| Loughborough University| Universidad Autónoma Metropolitana,57226751182,55596667500,57226751182,-,United Kingdom| Mexico,2.0,2105| 2300,"Renewable Energy, Sustainability and the Environment| General Environmental Science",2,Engineering & Technology,424| 221,Environmental Sciences| Engineering - Electrical & Electronic,37| 36,Physical Sciences| Engineering,41| 40,Environmental Sciences| Engineering,4101| 4011| 4104,Climate change impacts and adaptation| Environmental engineering| Environmental management,SDG 10| SDG 11,Urban Heat Management and Thermal Comfort Solutions,263,97.057,Optimizing Indoor Thermal Comfort and Energy Use,897,99.421,Defensible,Internacional,3.0
