Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Janet, Ruiz Calvo",57219362071,Evaluation of hematopoietic and antibacterial activities of urtica urens L.,"Rodolfo, V.L.| Janet, R.C.| Rafaela, T.A.| Beatriz, H.S.S.| Reyna, C.R.| Jorge, S.C.",6.0,57219352025| 57219362071| 57219359361| 57219361530| 57219356488| 57219352205,2020.0,2020-08-30,Pharmacologyonline,2,-,380-394,-,ISSN-18278620,5800179590.0,Journal,SILAE (Italo-Latin American Society of Ethnomedicine),English,0.18,83,0.3,89,0.126,90,1.44,32.0,1.0,0.09,11.43,74.0,74.0,0.0,0.0,"Rodolfo, V.L., Janet, R.C., Rafaela, T.A. and 3 more (...) (2020).Evaluation of hematopoietic and antibacterial activities of urtica urens L.. Pharmacologyonline,2380-394",https://www.scopus.com/record/display.url?eid=2-s2.0-85092333184&origin=resultslist,-,Article,,2-s2.0-85092333184,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60028381,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57219352025,57219352205,57219352025,-,Mexico,1.0,3002| 3004,Drug Discovery| Pharmacology,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,42| 32| 30,"Health Sciences| Biomedical And Clinical Sciences| Agricultural, Veterinary And Food Sciences",3214| 4208| 3009,"Pharmacology and pharmaceutical sciences| Traditional, complementary and integrative medicine| Veterinary sciences",-,Antioxidant Compounds and Their Medicinal Potential,6,97.711,Urtica Dioica Extracts and Their Multifaceted Benefits,24079,85.014,Definitive,UAM,1.0
