Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Palacios-Romero, Luis M.",24768150600,Synthesis of belite cements at low temperature from silica fume and natural commercial zeolite,"Ávalos-Rendón, T.L.| Chelala, E.A.P.| Mendoza Escobedo, C.J.| Figueroa, I.A.| Lara, V.H.| Palacios-Romero, L.M.",6.0,26654757100| 57200083955| 57200083492| 57202128080| 7004454749| 24768150600,2018.0,2018-03-01,Materials Science and Engineering: B,229,-,79-85,-,ISSN-09215107,17812.0,Journal,Elsevier Ltd,English,1.14,24,6,8,0.872,18,2.19,72.0,49.0,2.01,11.94,10.0,13.0,0.0,0.0,"Ávalos-Rendón, T.L., Chelala, E.A.P., Mendoza Escobedo, C.J. and 3 more (...) (2018).Synthesis of belite cements at low temperature from silica fume and natural commercial zeolite. Materials Science and Engineering: B,22979-85",https://www.scopus.com/record/display.url?eid=2-s2.0-85039160310&origin=resultslist,10.1016/j.mseb.2017.12.020,Article,,2-s2.0-85039160310,-,Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA)| Universidad Nacional Autónoma de México,505017| 702731| 505023,Academic,3.0,60032442| 60028381| 60011923,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Iberoamericana,26654757100,24768150600,26654757100,-,Mexico,1.0,2210| 2211| 2500| 3104,Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics,2| 4,Engineering & Technology| Natural Sciences,439| 433| 222,Physics & Astronomy| Materials Science| Engineering - Mechanical,37| 36,Physical Sciences| Engineering,40| 51| 34,Engineering| Physical Sciences| Chemical Sciences,-,-,-,Innovative Materials for Enhanced Concrete Performance,60,98.888,Portland Cement and Silicate Chemistry,11870,85.817,Very Good,Nacional,3.0
