Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ruiz-Velasco, Gabriela",57195379107,Polymeric Scaffolds For Skin,"Ruiz-Velasco, G.| Martínez-Flores, F.| Morales-Corona, J.| Olayo-Valles, R.| Olayo, R.",5.0,57195379107| 8285961800| 26655036900| 7801614581| 7004460174,2017.0,2017-08-01,Macromolecular Symposia,374,1,-,1600133,ISSN-10221360,25943.0,Journal,Wiley-VCH Verlag,English,0.31,77,1,63,0.235,63,1.35,39.0,9.0,0.3,9.96,44.0,57.0,0.0,0.0,"Ruiz-Velasco, G., Martínez-Flores, F., Morales-Corona, J. and 2 more (...) (2017).Polymeric Scaffolds For Skin. Macromolecular Symposia,374(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85027550492&origin=resultslist,10.1002/masy.201600133,Article,,2-s2.0-85027550492,-,Universidad Autónoma Metropolitana| Instituto Nacional de Rehabilitación,505017| 715278,Medical| Academic,2.0,60028381| 60084250,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Nacional de Rehabilitación,57195379107,7004460174,26655036900,-,Mexico,1.0,1605| 2505| 2507| 3104,Organic Chemistry| Materials Chemistry| Polymers and Plastics| Condensed Matter Physics,4| 2,Natural Sciences| Engineering & Technology,249| 439| 409| 433,Engineering - Petroleum| Physics & Astronomy| Chemistry| Materials Science,37| 36,Physical Sciences| Engineering,34,Chemical Sciences,3403,Macromolecular and materials chemistry,SDG 3,Conductive Polymers and Their Multifaceted Applications,963,32.832,Conductive Polymers in Tissue Engineering Applications,11678,96.123,Very Good,Nacional,2.0
