Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Hernández, Andrés Zepeda",57217156160,Application of native microbial inocula to the soil: Effect on maize seedlings growth,"Sánchez, S.M.| Hernández, A.Z.| Calixto, E.G.C.| Zelaya, F.A.P.",4.0,57217158063| 57217156160| 57217158437| 56000819900,2017.0,2017-04-07,Terra Latinoamericana,35,2,161-168,-,ISSN-01875779,21100978911.0,Journal,Mexican Society of Soil Science,Spanish,0.17,85,-,-,-,-,0.2,16.0,1.0,0.0,9.94,73.0,72.0,0.0,0.0,"Sánchez, S.M., Hernández, A.Z., Calixto, E.G.C. and 1 more (...) (2017).Application of native microbial inocula to the soil: Effect on maize seedlings growth. Terra Latinoamericana,35(2) 161-168",https://www.scopus.com/record/display.url?eid=2-s2.0-85086514383&origin=resultslist,10.28940/terra.v35i2.167,Article,Gold|Green,2-s2.0-85086514383,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57217158063,56000819900,56000819900,-,Mexico,1.0,1105| 1111| 1303| 2303| 2310,"Ecology, Evolution, Behavior and Systematics| Soil Science| Biochemistry| Ecology| Pollution",4| 5| 3,Natural Sciences| Life Sciences & Medicine| Social Sciences & Management,424| 507| 502,Environmental Sciences| Biological Sciences| Agriculture & Forestry,32| 37,Life Sciences| Physical Sciences,30| 41,"Agricultural, Veterinary And Food Sciences| Environmental Sciences",4106| 3004| 3008,Soil sciences| Crop and pasture production| Horticultural production,SDG 2,Plant Responses to Abiotic Stress Mechanisms,55,94.179,Hydroponics and Nutrient Management Innovations,17387,87.689,Very Good,UAM,1.0
