Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Silva Silva, Irene",57221716189,Learning to learn and assessment: Complementary concepts or different worlds?,"Stringher, C.| Brito Rivera, H.A.| Patera, S.| Silva Silva, I.| Castro Zubizarreta, A.| Davis Leme, C.| Torti, D.| Huerta, M.D.C.| Scrocca, F.",9.0,57064461700| 57219150018| 57090813700| 57221716189| 57190172367| 57221736850| 57219146590| 57221726895| 57219148406,2021.0,2021-01-01,Educational Research,63,1,26-42,-,ISSN-00131881,14279.0,Journal,Routledge,English,1.39,16,3.9,17,0.806,20,1.48,50.0,5.0,0.25,7.9,51.0,63.0,0.0,0.0,"Stringher, C., Brito Rivera, H.A., Patera, S. and 6 more (...) (2021).Learning to learn and assessment: Complementary concepts or different worlds?. Educational Research,63(1) 26-42",https://www.scopus.com/record/display.url?eid=2-s2.0-85099914843&origin=resultslist,10.1080/00131881.2021.1871576,Article,,2-s2.0-85099914843,-,Universidad Autónoma Metropolitana| University of Genoa| Universidad de Cantabria| Fundação Carlos Chagas,505017| 321051| 312017| 721130,Academic,4.0,60103716| 60028381| 60015179| 60105124| 60025153,Istituto Nazionale per la Valutazione del Sistema Educativo di Istruzione e di Formazione| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad de Cantabria| Fundação Carlos Chagas| Università degli Studi di Genova,57064461700,57219148406,57064461700,-,Mexico| Spain| Italy| Brazil,4.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,39,Education,-,-,-,Collaborative Learning and Self-Regulation in Education,1177,62.917,Cognitive Strategies in Complex Problem Solving,20540,66.918,Defensible,Internacional,1.0
