Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Rojas-Oviedo, Irma",55993640500,"Tributyltin(IV) Schiff base complexes with amino acid derivatives: Synthesis, characterization and biological activity","Camacho-Camacho, C.| Rojas-Oviedo, I.| Garza-Ortiz, A.| Toscano, R.A.| Sánchez-Sánchez, L.| Cardenas, J.| López-Muñoz, H.",7.0,7801358316| 55993640500| 6507610613| 7005908342| 55993655000| 56013756400| 35746519700,2016.0,2016-04-01,Applied Organometallic Chemistry,30,4,199-207,-,ISSN-02682605,22701.0,Journal,John Wiley and Sons Ltd,English,0.6,55,3.9,24,0.56,33,2.19,59.0,18.0,0.74,10.88,29.0,37.0,0.0,0.0,"Camacho-Camacho, C., Rojas-Oviedo, I., Garza-Ortiz, A. and 4 more (...) (2016).Tributyltin(IV) Schiff base complexes with amino acid derivatives: Synthesis, characterization and biological activity. Applied Organometallic Chemistry,30(4) 199-207",https://www.scopus.com/record/display.url?eid=2-s2.0-84958012655&origin=resultslist,10.1002/aoc.3417,Article,,2-s2.0-84958012655,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60010210| 60032442| 114826128,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México| Unidad Multidisciplinaria de Investigación Experimental-Zaragoza,7801358316,35746519700,55993640500,-,Mexico,1.0,1600| 1604,General Chemistry| Inorganic Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,3402| 3405,Inorganic chemistry| Organic chemistry,SDG 3,Ruthenium Complexes in Catalysis and Medicine,1045,39.83,Structural Insights into Organotin Complexes and Applications,1934,90.572,Definitive,Nacional,2.0
