Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Lemaître, Christian",36675153100,Brief notes and history of computing in Mexico during 50 years,"Martínez, G.J.| Seck-Tuoh-Mora, J.C.| Chapa-Vergara, S.V.| Lemaitre, C.",4.0,7201760769| 57188575419| 14625904200| 36675153100,2020.0,2020-03-03,"International Journal of Parallel, Emergent and Distributed Systems",35,2,185-192,-,ISSN-17445760,100147332.0,Journal,Taylor and Francis Ltd.,English,0.59,58,2.2,55,0.183,77,0.58,23.0,0.0,0.0,16.88,83.0,78.0,0.0,0.0,"Martínez, G.J., Seck-Tuoh-Mora, J.C., Chapa-Vergara, S.V. and 1 more (...) (2020).Brief notes and history of computing in Mexico during 50 years. International Journal of Parallel, Emergent and Distributed Systems,35(2) 185-192",https://www.scopus.com/record/display.url?eid=2-s2.0-85065088243&origin=resultslist,10.1080/17445760.2019.1608990,Article,Green,2-s2.0-85065088243,-,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Hidalgo| University of the West of England| Instituto Politécnico Nacional,505002| 505017| 505050| 315105| 505011,Academic| Government,5.0,60019176| 60019611| 60027135| 60017323| 60024080,Instituto Politécnico Nacional| University of the West of England| Universidad Autónoma del Estado de Hidalgo| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana Unidad Cuajimalpa,7201760769,36675153100,7201760769,-,United Kingdom| Mexico,2.0,1705| 1712,Computer Networks and Communications| Software,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,46| 49,Information And Computing Sciences| Mathematical Sciences,4606| 4901,Distributed computing and systems software| Applied mathematics,-,Stability and Synchronization in Neural Networks,715,50.818,Complex Dynamics of Cellular Automata Systems,3527,69.526,Definitive,Internacional,4.0
