Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez-Morales, Ariana",57564087400,"UPDATED LIST OF THE AMPHIBIANS AND REPTILES OF ZAACHILA AND SANTIAGO CLAVELLINAS, OAXACA","Martínez-Coronel, M.| López-Hernández, I.D.| Canseco-Márquez, L.| Ramírez-Ramírez, V.A.| Sánchez-Morales, A.| Hernández-Flores, F.",6.0,9637296900| 57564845600| 6602439851| 57563328100| 57564087400| 57564340800,2021.0,2021-11-30,Revista Latinoamericana de Herpetologia,4,2,85-107,-,ISSN-25942158,21101029732.0,Journal,Sociedad Herpetologica Mexicana,Spanish,0.55,61,0.4,90,0.225,75,0.37,8.0,2.0,0.26,7.57,66.0,63.0,0.0,0.0,"Martínez-Coronel, M., López-Hernández, I.D., Canseco-Márquez, L. and 3 more (...) (2021).UPDATED LIST OF THE AMPHIBIANS AND REPTILES OF ZAACHILA AND SANTIAGO CLAVELLINAS, OAXACA. Revista Latinoamericana de Herpetologia,4(2) 85-107",https://www.scopus.com/record/display.url?eid=2-s2.0-85127661979&origin=resultslist,10.22201/fc.25942158e.2021.02.254,Article,Gold,2-s2.0-85127661979,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60028381| 60032442,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México,9637296900,57564340800,9637296900,-,Mexico,1.0,1103| 1105,"Animal Science and Zoology| Ecology, Evolution, Behavior and Systematics",5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,30| 31,"Agricultural, Veterinary And Food Sciences| Biological Sciences",3103| 3109| 3009,Ecology| Zoology| Veterinary sciences,SDG 12| SDG 15,Diversity and Conservation of Amphibian Species,317,46.109,Diversity and Conservation of Mexican Herpetofauna,16160,60.301,Very Good,Nacional,2.0
