Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"García González, Luis Deyvi",57465815900,"TERRESTRIAL VERTEBRATES in the AREA of INFLUENCE of the SIERRA la MOJONERA in SAN LUIS POTOSÍ and ZACATECAS, Mexico","Elizalde-Arellano, C.| Vargas-Miranda, B.| López-Vidal, J.C.| Salas Rodríguez, C.Y.| García González, L.D.",5.0,21233718200| 55797484900| 21234068900| 57465664900| 57465815900,2020.0,2020-09-01,Southwestern Naturalist,65,3-4,237-248,-,ISSN-00384909,24895.0,Journal,Southwestern Association of Naturalists,English,0.23,80,0.5,91,0.173,90,0.51,9.0,1.0,0.0,9.18,74.0,78.0,0.0,0.0,"Elizalde-Arellano, C., Vargas-Miranda, B., López-Vidal, J.C. and 2 more (...) (2020).TERRESTRIAL VERTEBRATES in the AREA of INFLUENCE of the SIERRA la MOJONERA in SAN LUIS POTOSÍ and ZACATECAS, Mexico. Southwestern Naturalist,65(3-4) 237-248",https://www.scopus.com/record/display.url?eid=2-s2.0-85125177605&origin=resultslist,10.1894/0038-4909-65.3-4.237,Article,,2-s2.0-85125177605,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60019176| 60028381,Instituto Politécnico Nacional| Universidad Autónoma Metropolitana -Unidad Iztapalapa,21233718200,57465815900,21233718200,-,Mexico,1.0,1105,"Ecology, Evolution, Behavior and Systematics",5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,41| 31,Environmental Sciences| Biological Sciences,-,-,SDG 15,Diversity and Interactions in Forest Ecosystems,357,79.856,Diversity and Structure of Mexican Tropical Flora,15140,53.546,Defensible,Nacional,2.0
