Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Iñarritu, Iker",55900367900,Immobilization effects on the photocatalytic activity of CdS quantum Dots-Horseradish peroxidase hybrid nanomaterials,"Iñarritu, I.| Torres, E.| Topete, A.| Campos-Terán, J.",4.0,55900367900| 15836155800| 36538075100| 6507073479,2017.0,2017-11-15,Journal of Colloid and Interface Science,506,-,36-45,-,ISSN-00219797,26950.0,Journal,Academic Press Inc.,English,1.3,17,7.5,9,1.221,13,1.66,65.0,15.0,0.56,14.17,33.0,44.0,0.0,0.0,"Iñarritu, I., Torres, E., Topete, A. and 1 more (...) (2017).Immobilization effects on the photocatalytic activity of CdS quantum Dots-Horseradish peroxidase hybrid nanomaterials. Journal of Colloid and Interface Science,50636-45",https://www.scopus.com/record/display.url?eid=2-s2.0-85023184852&origin=resultslist,10.1016/j.jcis.2017.07.015,Article,,2-s2.0-85023184852,28710930,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana| Universidad de Guadalajara,505001| 505017| 505019,Academic,3.0,60024080| 60024830| 60008943,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Benemérita Universidad Autónoma de Puebla| Universidad de Guadalajara,55900367900,6507073479,36538075100,-,Mexico,1.0,1505| 2502| 2504| 2508,"Colloid and Surface Chemistry| Biomaterials| Electronic, Optical and Magnetic Materials| Surfaces, Coatings and Films",2| 4,Engineering & Technology| Natural Sciences,219| 433,Engineering - Chemical| Materials Science,36,Engineering,51| 34| 40,Physical Sciences| Chemical Sciences| Engineering,-,-,-,Quantum Dots and Their Multifaceted Applications,298,82.276,Quantum Dots in Cancer Treatment and Diagnostics,102,94.545,Very Good,Nacional,3.0
