Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Guerrero-Urrutia, C.",57224895229,Solid-state fermentation enhances inulinase and invertase production by Aspergillus brasiliensis,"Guerrero-Urrutia, C.| Volke-Sepulveda, T.| Figueroa-Martinez, F.| Favela-Torres, E.",4.0,57224895229| 6507439664| 24830234200| 6603679732,2021.0,2021-09-01,Process Biochemistry,108,-,169-175,-,ISSN-13595113,16134.0,Journal,Elsevier Ltd,English,0.98,33,6.7,23,0.708,32,0.95,27.0,22.0,0.84,13.06,18.0,33.0,0.0,0.0,"Guerrero-Urrutia, C., Volke-Sepulveda, T., Figueroa-Martinez, F. and 1 more (...) (2021).Solid-state fermentation enhances inulinase and invertase production by Aspergillus brasiliensis. Process Biochemistry,108169-175",https://www.scopus.com/record/display.url?eid=2-s2.0-85108557128&origin=resultslist,10.1016/j.procbio.2021.06.014,Article,,2-s2.0-85108557128,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana,704696| 505017,Academic| Government,2.0,60028381| 60014923| 60027998,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana| Secretaría de Ciencia, Humanidades, Tecnología e Innovación",57224895229,6603679732,6603679732,-,Mexico,1.0,1303| 1502| 2402,Biochemistry| Bioengineering| Applied Microbiology and Biotechnology,2| 5,Engineering & Technology| Life Sciences & Medicine,219| 507,Engineering - Chemical| Biological Sciences,32| 36,Life Sciences| Engineering,31,Biological Sciences,3106| 3101,Industrial biotechnology| Biochemistry and cell biology,-,Enzyme Immobilization Techniques for Enhanced Biocatalysis,722,72.073,Inulinase Production and Applications in Ethanol Fermentation,26435,71.186,Very Good,Nacional,2.0
