Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Mario Iván, Contreras Valdez",57895253100,Financial firm’s performance: a comparative analysis based on ESG metrics and net zero legislation,"Díaz-Peña, L.D.C.| Castillo Delgadillo, V.M.| Mario Iván, C.-V.",3.0,55910336700| 57894777700| 57895253100,2022.0,2022-01-01,Journal of Sustainable Finance and Investment,-,-,-,-,ISSN-20430795,21100870602.0,Journal,Taylor and Francis Ltd.,English,1.83,8,7.4,3,0.897,9,2.02,94.0,13.0,0.95,11.61,24.0,30.0,0.0,0.0,"Díaz-Peña, L.D.C., Castillo Delgadillo, V.M., Mario Iván, C.-V. (2022).Financial firm’s performance: a comparative analysis based on ESG metrics and net zero legislation. Journal of Sustainable Finance and Investment,",https://www.scopus.com/record/display.url?eid=2-s2.0-85138231811&origin=resultslist,10.1080/20430795.2022.2119830,Article,Hybrid gold,2-s2.0-85138231811,-,Universidad Autónoma Metropolitana| Instituto Tecnologico de Estudios Superiores de Monterrey,505017| 505012,Academic,2.0,60116188| 60007966| 60014923,EGADE Business School| Tecnológico de Monterrey| Universidad Autónoma Metropolitana,55910336700,57895253100,55910336700,-,Mexico,1.0,1403| 2001| 2003,"Business and International Management| Economics, Econometrics and Finance (miscellaneous)| Finance",3,Social Sciences & Management,308| 317| 301,Business & Management Studies| Economics & Econometrics| Accounting & Finance,35,Business and Economics,35,"Commerce, Management, Tourism And Services",3502,"Banking, finance and investment",SDG 9| SDG 10| SDG 13,Empowering Social Work through Consumer Involvement,1435,12.688,Ecosocial Approaches to Climate Change and Justice,24810,85.092,Weak,Nacional,2.0
