Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cabrera-Rosales, Maria Fernanda",57222580512,Malnutrition in COVID-19 patients and loss of muscle mass,"Maria, O.G.-S.| Del Consuelo Velazquez-Alva, M.| Cabrera-Rosales, M.F.",3.0,57222572162| 6504355050| 57222580512,2020.0,2020-01-01,Medicina Interna de Mexico,36,-,S14-S17,-,ISSN-01864866,26682.0,Journal,Comunicaciones Cientificas Mexicanas S.A. de C.V.,Spanish,0.16,84,0.2,91,0.117,90,1.1,19.0,1.0,0.07,15.23,74.0,76.0,0.0,0.0,"Maria, O.G.-S., Del Consuelo Velazquez-Alva, M., Cabrera-Rosales, M.F. (2020).Malnutrition in COVID-19 patients and loss of muscle mass. Medicina Interna de Mexico,36S14-S17",https://www.scopus.com/record/display.url?eid=2-s2.0-85103289309&origin=resultslist,10.24245/mim.v36id.4966,Article,,2-s2.0-85103289309,-,Universidad Autónoma Metropolitana| Universidad Anáhuac,505017| 702750,Academic,2.0,60027461| 60014923| 60010210,Universidad Anáhuac México| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco,57222572162,57222580512,57222572162,-,Mexico,1.0,2724,Internal Medicine,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3201| 3202| 3214,Cardiovascular medicine and haematology| Clinical sciences| Pharmacology and pharmaceutical sciences,SDG 2| SDG 3,"COVID-19, Its Impact, and Vaccination",1,99.935,Nutritional Risks in COVID-19 Patient Care,76703,75.971,Very Good,Nacional,2.0
