Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Quirino-Barreda, Tomás",57218244612,Sulfadiazine hosted in MIL-53(Al) as a biocide topical delivery system,"Águila-Rosas, J.| Quirino-Barreda, T.| Leyva-Gómez, G.| González-Zamora, E.| Ibarra, I.A.| Lima, E.",6.0,57189875920| 57218244612| 26021334500| 55989686000| 55000477500| 7103348371,2020.0,2020-07-07,RSC Advances,10,43,25645-25651,-,ISSN-20462069,21100199840.0,Journal,Royal Society of Chemistry,English,0.86,40,5.9,18,0.746,22,1.68,53.0,15.0,0.43,16.26,31.0,50.0,0.0,0.0,"Águila-Rosas, J., Quirino-Barreda, T., Leyva-Gómez, G. and 3 more (...) (2020).Sulfadiazine hosted in MIL-53(Al) as a biocide topical delivery system. RSC Advances,10(43) 25645-25651",https://www.scopus.com/record/display.url?eid=2-s2.0-85088463308&origin=resultslist,10.1039/d0ra03636f,Article,Gold|Green,2-s2.0-85088463308,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60010210| 60032442| 60028381| 60005971| 124842032,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto de Investigaciones en Materiales| Pharma View Consulting SC,57189875920,7103348371,55000477500| 7103348371,-,Mexico,1.0,1500| 1600,General Chemical Engineering| General Chemistry,2| 4,Engineering & Technology| Natural Sciences,219| 409,Engineering - Chemical| Chemistry,37| 36,Physical Sciences| Engineering,34,Chemical Sciences,-,-,-,Metal-Organic Frameworks in Environmental Applications,99,98.496,Metal Organic Frameworks in Targeted Drug Delivery,31745,98.641,Weak,Nacional,2.0
